Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
PL2024_1010_22U3198,18-May-2024,16:01:10,3,,,,0,4,,,,,,,,,,,,,,,15,32,31714,,,,28,15186,,,,12,11790,,,,25,23814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,18-May-2024,17:56:33,1,,,,0,6,,,,,,,,,,,,,,,15,28,19112,,,,25,28972,,,,32,26588,,,,31,32353,,,,12,178,,,,11,10819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,18-May-2024,19:50:29,3,,,,0,7,,,,,,,,,,,,,,,15,26,26058,,,,31,10138,,,,1,1632,,,,4,2958,,,,18,15080,,,,16,1599,,,,29,18684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,18-May-2024,22:00:02,4,,,,0,7,,,,,,,,,,,,,,,15,27,27309,,,,8,647,,,,16,16025,,,,18,5236,,,,7,21746,,,,5,21393,,,,26,11988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,18-May-2024,23:46:41,1,,,,0,8,,,,,,,,,,,,,,,15,7,32016,,,,30,16469,,,,18,8228,,,,15,2495,,,,13,3298,,,,10,5963,,,,23,22072,,,,27,17623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,19-May-2024,12:59:59,13,,,,0,6,,,,,,,,,,,,,,,15,13,18318,,,,24,26398,,,,15,21484,,,,22,15533,,,,23,938,,,,17,14737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,19-May-2024,16:00:02,3,,,,0,4,,,,,,,,,,,,,,,15,24,94,,,,12,19080,,,,25,3019,,,,6,22792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,19-May-2024,17:50:38,4,,,,0,7,,,,,,,,,,,,,,,15,12,1758,,,,11,4993,,,,6,5591,,,,25,24824,,,,31,17780,,,,3,9165,,,,28,8386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,19-May-2024,19:48:27,5,,,,0,8,,,,,,,,,,,,,,,15,26,4392,,,,31,12890,,,,1,11586,,,,9,12765,,,,16,16108,,,,29,24785,,,,11,20808,,,,4,8885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,19-May-2024,21:45:09,2,,,,0,8,,,,,,,,,,,,,,,15,27,13739,,,,1,25683,,,,26,4496,,,,16,3492,,,,18,4982,,,,31,31751,,,,7,17296,,,,5,12535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,19-May-2024,23:37:53,7,,,,0,8,,,,,,,,,,,,,,,15,15,17200,,,,13,21678,,,,8,440,,,,7,15943,,,,10,2626,,,,27,31871,,,,23,974,,,,21,31257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,20-May-2024,01:16:14,3,,,,0,8,,,,,,,,,,,,,,,15,10,11552,,,,8,8759,,,,32,16952,,,,21,17020,,,,27,6652,,,,2,7585,,,,22,10358,,,,23,8725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,20-May-2024,02:00:01,5,,,,0,8,,,,,,,,,,,,,,,15,8,17154,,,,10,12329,,,,2,12064,,,,3,23913,,,,32,8708,,,,27,28839,,,,21,18648,,,,14,2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,20-May-2024,03:51:17,1,,,,0,8,,,,,,,,,,,,,,,15,28,7445,,,,21,5190,,,,3,958,,,,2,14786,,,,4,5954,,,,17,23569,,,,32,28892,,,,19,19841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,20-May-2024,07:58:36,3,,,,0,7,,,,,,,,,,,,,,,15,6,17364,,,,7,25041,,,,20,537,,,,9,27221,,,,5,14210,,,,1,16993,,,,11,19998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
