DeployID,Ptt,DepthSensor,Source,Instr,Date,Duration,Time Offset,Count,LocationQuality,Latitude,Longitude,BadTherm,NumBins,Partial,Depth1,Depth1Error,MinTemp1,MaxTemp1,%Ox1,Discont1,Depth2,Depth2Error,MinTemp2,MaxTemp2,%Ox2,Discont2,Depth3,Depth3Error,MinTemp3,MaxTemp3,%Ox3,Discont3,Depth4,Depth4Error,MinTemp4,MaxTemp4,%Ox4,Discont4,Depth5,Depth5Error,MinTemp5,MaxTemp5,%Ox5,Discont5,Depth6,Depth6Error,MinTemp6,MaxTemp6,%Ox6,Discont6,Depth7,Depth7Error,MinTemp7,MaxTemp7,%Ox7,Discont7,Depth8,Depth8Error,MinTemp8,MaxTemp8,%Ox8,Discont8,Depth9,Depth9Error,MinTemp9,MaxTemp9,%Ox9,Discont9,Depth10,Depth10Error,MinTemp10,MaxTemp10,%Ox10,Discont10,Depth11,Depth11Error,MinTemp11,MaxTemp11,%Ox11,Discont11,Depth12,Depth12Error,MinTemp12,MaxTemp12,%Ox12,Discont12,Depth13,Depth13Error,MinTemp13,MaxTemp13,%Ox13,Discont13,Depth14,Depth14Error,MinTemp14,MaxTemp14,%Ox14,Discont14,Depth15,Depth15Error,MinTemp15,MaxTemp15,%Ox15,Discont15,Depth16,Depth16Error,MinTemp16,MaxTemp16,%Ox16,Discont16,Depth17,Depth17Error,MinTemp17,MaxTemp17,%Ox17,Discont17,Depth18,Depth18Error,MinTemp18,MaxTemp18,%Ox18,Discont18,Depth19,Depth19Error,MinTemp19,MaxTemp19,%Ox19,Discont19,Depth20,Depth20Error,MinTemp20,MaxTemp20,%Ox20,Discont20,Depth21,Depth21Error,MinTemp21,MaxTemp21,%Ox21,Discont21,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,16:01:00 16-Jun-2024,1.7,-2.00,1,,,, ,7,,0.00,1.00,6.125,6.175,,,5.00,0.00,1.975,2.025,,,10.00,0.00,1.875,1.925,,,15.00,0.00,1.725,1.775,,,20.00,0.00,1.725,1.775,,,25.00,0.00,1.725,1.775,,,30.00,0.00,1.675,1.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,20:00:00 18-Jun-2024,16.7,-2.00,1,,,, ,9,,0.00,1.00,6.525,6.575,,,5.00,0.00,4.775,4.825,,,10.00,0.00,1.875,1.925,,,15.00,0.00,1.775,1.825,,,20.00,0.00,1.975,2.025,,,25.00,0.00,1.625,1.675,,,30.00,0.00,1.375,1.425,,,35.00,0.00,1.375,1.425,,,40.00,0.00,1.375,1.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,22:01:00 22-Jun-2024,1.7,-2.00,1,,,, ,9,,0.00,1.00,6.375,6.425,,,5.00,0.00,5.875,5.925,,,10.00,0.00,1.525,1.575,,,15.00,0.00,1.425,1.475,,,20.00,0.00,1.425,1.475,,,25.00,0.00,1.425,1.475,,,30.00,0.00,1.425,1.475,,,35.00,0.00,1.425,1.475,,,40.00,1.00,1.425,1.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,01:26:00 23-Jun-2024,1.7,-2.00,1,,,, ,9,,0.00,1.00,5.225,5.275,,,5.00,0.00,5.175,5.225,,,10.00,0.00,1.975,2.025,,,15.00,0.00,1.625,1.675,,,20.00,0.00,1.625,1.675,,,25.00,0.00,1.625,1.675,,,30.00,0.00,1.625,1.675,,,35.00,0.00,1.625,1.675,,,40.00,0.00,1.625,1.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,13:13:00 23-Jun-2024,1.7,-2.00,1,,,, ,9,,0.00,1.00,4.875,4.925,,,5.00,0.00,4.875,4.925,,,10.00,0.00,4.575,4.625,,,15.00,0.00,2.225,2.275,,,20.00,0.00,1.875,1.925,,,25.00,0.00,1.875,1.925,,,30.00,0.00,1.875,1.925,,,35.00,0.00,1.875,1.925,,,40.00,0.00,1.875,1.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,22:02:00 25-Jun-2024,16.7,-2.00,1,,,, ,11,,0.00,1.00,5.675,5.725,,,5.00,0.00,5.675,5.725,,,10.00,0.00,4.925,4.975,,,15.00,0.00,0.975,1.025,,,20.00,1.00,0.875,0.925,,,25.00,0.00,0.875,0.925,,,30.00,0.00,0.875,0.925,,,35.00,0.00,0.875,0.925,,,40.00,0.00,0.875,0.925,,,45.00,0.00,0.875,0.925,,,50.00,1.00,0.925,0.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,14:02:00 26-Jun-2024,1.7,-2.00,2,,,, ,7,,0.00,1.00,6.125,6.175,,,5.00,0.00,5.025,5.075,,,10.00,0.00,4.525,4.575,,,15.00,0.00,3.075,3.125,,,20.00,0.00,1.875,1.925,,,25.00,0.00,0.825,0.875,,,30.00,0.00,0.375,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,06:01:00 28-Jun-2024,16.7,-3.00,2,,,, ,9,,0.00,1.00,5.825,5.875,,,5.00,0.00,3.325,3.375,,,10.00,0.00,2.025,2.075,,,15.00,0.00,1.975,2.025,,,20.00,0.00,1.925,1.975,,,25.00,0.00,1.875,1.925,,,30.00,0.00,1.825,1.875,,,35.00,0.00,1.825,1.875,,,40.00,1.00,1.825,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,18:08:00 28-Jun-2024,1.7,-3.00,2,,,, ,14,,0.00,1.00,7.625,7.675,,,5.00,0.00,6.725,6.775,,,10.00,0.00,4.625,4.675,,,15.00,0.00,4.625,4.675,,,20.00,0.00,2.875,2.925,,,25.00,0.00,1.225,1.275,,,30.00,0.00,0.375,0.425,,,35.00,0.00,0.425,0.475,,,40.00,0.00,0.475,0.525,,,45.00,0.00,0.525,0.575,,,50.00,0.00,0.575,0.625,,,55.00,0.00,0.725,0.775,,,60.00,0.00,0.825,0.875,,,65.00,0.00,0.875,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,23:05:00 29-Jun-2024,16.7,-3.00,1,,,, ,9,,0.00,1.00,6.125,6.175,,,5.00,0.00,4.725,4.775,,,10.00,0.00,2.825,2.875,,,15.00,0.00,2.575,2.625,,,20.00,0.00,2.525,2.575,,,25.00,0.00,2.525,2.575,,,30.00,0.00,2.525,2.575,,,35.00,0.00,2.525,2.575,,,40.00,0.00,2.525,2.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,00:00:00 30-Jun-2024,16.7,-3.00,1,,,, ,8,,0.00,1.00,6.125,6.175,,,5.00,0.00,5.325,5.375,,,10.00,0.00,2.825,2.875,,,15.00,0.00,2.675,2.725,,,20.00,0.00,2.625,2.675,,,25.00,0.00,2.625,2.675,,,30.00,0.00,2.575,2.625,,,35.00,0.00,2.575,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,13:21:00 30-Jun-2024,16.7,-3.00,1,,,, ,8,,0.00,1.00,8.525,8.575,,,5.00,0.00,4.525,4.575,,,10.00,0.00,3.325,3.375,,,15.00,0.00,3.025,3.075,,,20.00,0.00,3.075,3.125,,,25.00,0.00,3.025,3.075,,,30.00,0.00,3.025,3.075,,,35.00,0.00,3.025,3.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,16:01:00 30-Jun-2024,1.7,-3.00,1,,,, ,7,,0.00,0.00,7.625,7.675,,,5.00,0.00,3.825,3.875,,,10.00,0.00,3.025,3.075,,,15.00,0.00,2.875,2.925,,,20.00,0.00,2.875,2.925,,,25.00,0.00,2.875,2.925,,,30.00,0.00,2.875,2.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,02:53:00 01-Jul-2024,1.7,-3.00,1,,,, ,11,,0.00,1.00,7.325,7.375,,,5.00,0.00,5.425,5.475,,,10.00,0.00,3.625,3.675,,,15.00,0.00,3.125,3.175,,,20.00,0.00,3.025,3.075,,,25.00,0.00,2.925,2.975,,,30.00,0.00,2.725,2.775,,,35.00,0.00,2.675,2.725,,,40.00,0.00,2.625,2.675,,,45.00,0.00,2.675,2.725,,,50.00,0.00,2.675,2.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,04:15:00 01-Jul-2024,1.7,-3.00,5,,,, ,10,,0.00,1.00,7.475,7.525,,,5.00,0.00,5.675,5.725,,,10.00,0.00,2.825,2.875,,,15.00,0.00,2.675,2.725,,,20.00,0.00,2.675,2.725,,,25.00,0.00,2.625,2.675,,,30.00,0.00,2.575,2.625,,,35.00,0.00,2.625,2.675,,,40.00,0.00,2.625,2.675,,,45.00,0.00,2.625,2.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,02:45:00 04-Jul-2024,1.7,-3.00,1,,,, ,3,,0.00,0.00,6.925,6.975,,,5.00,0.00,5.525,5.575,,,10.00,0.00,4.825,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,06:00:00 05-Jul-2024,1.7,-3.00,1,,,, ,6,,0.00,0.00,6.325,6.375,,,5.00,0.00,4.175,4.225,,,10.00,0.00,4.125,4.175,,,15.00,0.00,4.125,4.175,,,20.00,0.00,4.125,4.175,,,25.00,0.00,4.175,4.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,08:00:00 05-Jul-2024,16.7,-3.00,1,,,, ,5,,0.00,1.00,7.325,7.375,,,5.00,0.00,4.675,4.725,,,10.00,0.00,4.325,4.375,,,15.00,0.00,4.325,4.375,,,20.00,0.00,4.325,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,10:00:00 06-Jul-2024,1.7,-3.00,1,,,, ,5,,0.00,1.00,6.575,6.625,,,5.00,0.00,4.725,4.775,,,10.00,0.00,4.725,4.775,,,15.00,0.00,4.675,4.725,,,20.00,0.00,4.675,4.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,12:01:00 06-Jul-2024,1.7,-3.00,1,,,, ,3,,0.00,1.00,4.875,4.925,,,5.00,0.00,4.875,4.925,,,10.00,0.00,4.875,4.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,22:04:00 06-Jul-2024,1.7,-3.00,1,,,, ,8,,0.00,1.00,3.475,3.525,,,5.00,0.00,3.425,3.475,,,10.00,0.00,3.375,3.425,,,15.00,0.00,3.325,3.375,,,20.00,0.00,3.325,3.375,,,25.00,0.00,3.325,3.375,,,30.00,0.00,3.325,3.375,,,35.00,0.00,3.325,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,00:09:00 07-Jul-2024,1.7,-3.00,3,,,, ,8,,0.00,1.00,3.825,3.875,,,5.00,0.00,3.725,3.775,,,10.00,0.00,3.625,3.675,,,15.00,0.00,3.625,3.675,,,20.00,0.00,3.625,3.675,,,25.00,0.00,3.625,3.675,,,30.00,0.00,3.625,3.675,,,35.00,1.00,3.675,3.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,12:30:00 07-Jul-2024,1.7,-3.00,2,,,, ,15,,0.00,1.00,7.125,7.175,,,5.00,0.00,7.125,7.175,,,10.00,0.00,6.925,6.975,,,15.00,0.00,5.775,5.825,,,20.00,0.00,2.975,3.025,,,25.00,0.00,2.725,2.775,,,30.00,0.00,2.675,2.725,,,35.00,0.00,2.675,2.725,,,40.00,0.00,2.675,2.725,,,45.00,0.00,2.675,2.725,,,50.00,0.00,2.625,2.675,,,55.00,0.00,2.675,2.725,,,60.00,0.00,2.625,2.675,,,65.00,0.00,2.675,2.725,,,70.00,0.00,2.625,2.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,14:18:00 07-Jul-2024,16.7,-3.00,1,,,, ,16,,0.00,1.00,7.025,7.075,,,5.00,0.00,7.025,7.075,,,10.00,0.00,6.375,6.425,,,15.00,0.00,5.575,5.625,,,20.00,0.00,4.475,4.525,,,25.00,0.00,3.625,3.675,,,30.00,0.00,2.675,2.725,,,35.00,0.00,2.625,2.675,,,40.00,0.00,2.575,2.625,,,45.00,0.00,2.575,2.625,,,50.00,0.00,2.575,2.625,,,55.00,0.00,2.575,2.625,,,60.00,0.00,2.575,2.625,,,65.00,0.00,2.575,2.625,,,70.00,0.00,2.575,2.625,,,75.00,0.00,2.575,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,02:01:00 08-Jul-2024,16.7,-3.00,3,,,, ,13,,0.00,1.00,4.475,4.525,,,5.00,0.00,4.375,4.425,,,10.00,0.00,3.425,3.475,,,15.00,1.00,3.075,3.125,,,20.00,0.00,2.825,2.875,,,25.00,0.00,2.675,2.725,,,30.00,1.00,2.625,2.675,,,35.00,0.00,2.675,2.725,,,40.00,1.00,2.675,2.725,,,45.00,0.00,2.675,2.725,,,50.00,1.00,2.675,2.725,,,55.00,0.00,2.675,2.725,,,60.00,0.00,2.675,2.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,04:02:00 08-Jul-2024,1.7,-3.00,1,,,, ,9,,0.00,1.00,4.325,4.375,,,5.00,0.00,3.525,3.575,,,10.00,0.00,3.325,3.375,,,15.00,0.00,2.925,2.975,,,20.00,0.00,2.775,2.825,,,25.00,0.00,2.675,2.725,,,30.00,0.00,2.625,2.675,,,35.00,0.00,2.625,2.675,,,40.00,0.00,2.625,2.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,20:02:00 08-Jul-2024,16.7,-3.00,1,,,, ,7,,0.00,1.00,6.525,6.575,,,5.00,0.00,2.575,2.625,,,10.00,0.00,2.575,2.625,,,15.00,0.00,2.575,2.625,,,20.00,0.00,2.625,2.675,,,25.00,0.00,2.625,2.675,,,30.00,0.00,2.625,2.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,06:03:00 09-Jul-2024,16.7,-3.00,3,,,, ,8,,0.00,1.00,6.375,6.425,,,5.00,0.00,0.575,0.625,,,10.00,0.00,1.825,1.875,,,15.00,0.00,2.775,2.825,,,20.00,1.00,2.275,2.325,,,25.00,0.00,1.725,1.775,,,30.00,0.00,-0.025,0.025,,,35.00,0.00,-0.275,-0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,22:01:00 09-Jul-2024,1.7,-3.00,1,,,, ,5,,0.00,1.00,5.025,5.075,,,5.00,0.00,-0.825,-0.775,,,10.00,0.00,-1.425,-1.375,,,15.00,0.00,-1.475,-1.425,,,20.00,0.00,-1.575,-1.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,00:01:00 10-Jul-2024,16.7,-3.00,1,,,, ,6,,0.00,1.00,4.925,4.975,,,5.00,0.00,0.725,0.775,,,10.00,0.00,-1.125,-1.075,,,15.00,0.00,-1.275,-1.225,,,20.00,0.00,-1.325,-1.275,,,25.00,1.00,-1.325,-1.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,02:43:00 11-Jul-2024,1.7,-3.00,1,,,, ,7,,0.00,0.00,3.675,3.725,,,5.00,0.00,2.775,2.825,,,10.00,0.00,1.275,1.325,,,15.00,0.00,-1.225,-1.175,,,20.00,0.00,-1.325,-1.275,,,25.00,0.00,-1.325,-1.275,,,30.00,1.00,-1.375,-1.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,04:00:00 11-Jul-2024,16.7,-3.00,1,,,, ,7,,0.00,1.00,5.125,5.175,,,5.00,0.00,4.075,4.125,,,10.00,0.00,1.675,1.725,,,15.00,1.00,-1.025,-0.975,,,20.00,0.00,-1.325,-1.275,,,25.00,0.00,-1.375,-1.325,,,30.00,0.00,-1.375,-1.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,16:19:00 11-Jul-2024,1.7,-3.00,1,,,, ,8,,0.00,1.00,5.275,5.325,,,5.00,0.00,5.075,5.125,,,10.00,0.00,1.675,1.725,,,15.00,0.00,-1.275,-1.225,,,20.00,0.00,-1.375,-1.325,,,25.00,0.00,-1.375,-1.325,,,30.00,0.00,-1.375,-1.325,,,35.00,1.00,-1.325,-1.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,22:03:00 13-Jul-2024,1.7,-3.00,3,,,, ,7,,0.00,1.00,6.125,6.175,,,5.00,0.00,5.825,5.875,,,10.00,0.00,5.275,5.325,,,15.00,0.00,4.475,4.525,,,20.00,0.00,3.375,3.425,,,25.00,0.00,2.725,2.775,,,30.00,0.00,1.875,1.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,02:02:00 15-Jul-2024,16.7,-3.00,3,,,, ,8,,0.00,1.00,7.375,7.425,,,5.00,0.00,6.875,6.925,,,10.00,0.00,5.425,5.475,,,15.00,0.00,3.025,3.075,,,20.00,0.00,0.525,0.575,,,25.00,0.00,0.375,0.425,,,30.00,0.00,-0.425,-0.375,,,35.00,0.00,-0.475,-0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,20:00:00 15-Jul-2024,1.7,-3.00,2,,,, ,6,,0.00,0.00,7.275,7.325,,,5.00,0.00,6.875,6.925,,,10.00,0.00,5.875,5.925,,,15.00,0.00,4.525,4.575,,,20.00,0.00,3.775,3.825,,,25.00,0.00,2.775,2.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,21:38:00 16-Jul-2024,1.7,-4.00,2,,,, ,6,,0.00,1.00,8.075,8.125,,,5.00,0.00,7.525,7.575,,,10.00,0.00,6.425,6.475,,,15.00,0.00,3.425,3.475,,,20.00,0.00,2.825,2.875,,,25.00,0.00,1.675,1.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,22:02:00 16-Jul-2024,16.7,-4.00,2,,,, ,6,,0.00,0.00,8.125,8.175,,,5.00,0.00,7.925,7.975,,,10.00,0.00,6.675,6.725,,,15.00,0.00,3.725,3.775,,,20.00,0.00,2.675,2.725,,,25.00,0.00,1.675,1.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,00:02:00 17-Jul-2024,16.7,-4.00,1,,,, ,5,,0.00,0.00,8.025,8.075,,,5.00,0.00,6.925,6.975,,,10.00,0.00,5.275,5.325,,,15.00,0.00,5.075,5.125,,,20.00,0.00,4.475,4.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,11:17:00 17-Jul-2024,16.7,-4.00,1,,,, ,7,,0.00,1.00,8.375,8.425,,,5.00,0.00,8.225,8.275,,,10.00,0.00,7.725,7.775,,,15.00,0.00,5.625,5.675,,,20.00,0.00,3.425,3.475,,,25.00,0.00,1.225,1.275,,,30.00,0.00,0.975,1.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,02:01:00 18-Jul-2024,1.7,-4.00,2,,,, ,8,,0.00,1.00,8.625,8.675,,,5.00,0.00,8.025,8.075,,,10.00,0.00,4.725,4.775,,,15.00,0.00,1.875,1.925,,,20.00,0.00,0.375,0.425,,,25.00,0.00,-0.725,-0.675,,,30.00,0.00,-1.125,-1.075,,,35.00,0.00,-1.175,-1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,22:32:00 20-Jul-2024,1.7,-4.00,2,,,, ,5,,0.00,0.00,9.775,9.825,,,5.00,0.00,9.475,9.525,,,10.00,0.00,2.375,2.425,,,15.00,0.00,-0.975,-0.925,,,20.00,0.00,-1.275,-1.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,00:37:00 21-Jul-2024,1.7,-4.00,1,,,, ,8,,0.00,1.00,9.925,9.975,,,5.00,0.00,8.175,8.225,,,10.00,0.00,0.675,0.725,,,15.00,0.00,-1.225,-1.175,,,20.00,0.00,-1.325,-1.275,,,25.00,0.00,-1.475,-1.425,,,30.00,0.00,-1.425,-1.375,,,35.00,0.00,-1.375,-1.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,20:01:00 23-Jul-2024,16.7,-4.00,1,,,, ,9,,0.00,1.00,11.925,11.975,,,5.00,0.00,10.225,10.275,,,10.00,0.00,4.025,4.075,,,15.00,0.00,0.725,0.775,,,20.00,0.00,-0.725,-0.675,,,25.00,0.00,-1.025,-0.975,,,30.00,0.00,-1.625,-1.575,,,35.00,0.00,-1.625,-1.575,,,40.00,0.00,-1.625,-1.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
