DeployID,Ptt,DepthSensor,Source,Instr,Date,Duration,Time Offset,Count,LocationQuality,Latitude,Longitude,BadTherm,NumBins,Partial,Depth1,Depth1Error,MinTemp1,MaxTemp1,%Ox1,Discont1,Depth2,Depth2Error,MinTemp2,MaxTemp2,%Ox2,Discont2,Depth3,Depth3Error,MinTemp3,MaxTemp3,%Ox3,Discont3,Depth4,Depth4Error,MinTemp4,MaxTemp4,%Ox4,Discont4,Depth5,Depth5Error,MinTemp5,MaxTemp5,%Ox5,Discont5,Depth6,Depth6Error,MinTemp6,MaxTemp6,%Ox6,Discont6,Depth7,Depth7Error,MinTemp7,MaxTemp7,%Ox7,Discont7,Depth8,Depth8Error,MinTemp8,MaxTemp8,%Ox8,Discont8,Depth9,Depth9Error,MinTemp9,MaxTemp9,%Ox9,Discont9,Depth10,Depth10Error,MinTemp10,MaxTemp10,%Ox10,Discont10,Depth11,Depth11Error,MinTemp11,MaxTemp11,%Ox11,Discont11,Depth12,Depth12Error,MinTemp12,MaxTemp12,%Ox12,Discont12,Depth13,Depth13Error,MinTemp13,MaxTemp13,%Ox13,Discont13,Depth14,Depth14Error,MinTemp14,MaxTemp14,%Ox14,Discont14,Depth15,Depth15Error,MinTemp15,MaxTemp15,%Ox15,Discont15,Depth16,Depth16Error,MinTemp16,MaxTemp16,%Ox16,Discont16,Depth17,Depth17Error,MinTemp17,MaxTemp17,%Ox17,Discont17,Depth18,Depth18Error,MinTemp18,MaxTemp18,%Ox18,Discont18,Depth19,Depth19Error,MinTemp19,MaxTemp19,%Ox19,Discont19,Depth20,Depth20Error,MinTemp20,MaxTemp20,%Ox20,Discont20,Depth21,Depth21Error,MinTemp21,MaxTemp21,%Ox21,Discont21,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,22:08:00 23-Jul-2024,16.7,-4.00,1,,,, ,9,,0.00,1.00,12.425,12.475,,,5.00,0.00,10.675,10.725,,,10.00,0.00,5.375,5.425,,,15.00,0.00,0.575,0.625,,,20.00,0.00,-1.125,-1.075,,,25.00,0.00,-1.375,-1.325,,,30.00,0.00,-1.475,-1.425,,,35.00,0.00,-1.525,-1.475,,,40.00,0.00,-1.525,-1.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,00:00:00 24-Jul-2024,16.7,-4.00,3,,,, ,10,,0.00,1.00,12.325,12.375,,,5.00,0.00,11.575,11.625,,,10.00,0.00,8.975,9.025,,,15.00,0.00,-0.425,-0.375,,,20.00,0.00,-0.925,-0.875,,,25.00,0.00,-0.975,-0.925,,,30.00,0.00,-1.475,-1.425,,,35.00,0.00,-1.375,-1.325,,,40.00,0.00,-1.675,-1.625,,,45.00,0.00,-1.675,-1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,10:03:00 24-Jul-2024,16.7,-4.00,1,,,, ,11,,0.00,1.00,10.475,10.525,,,5.00,0.00,9.625,9.675,,,10.00,0.00,2.825,2.875,,,15.00,0.00,-0.725,-0.675,,,20.00,0.00,-0.275,-0.225,,,25.00,0.00,2.075,2.125,,,30.00,0.00,1.075,1.125,,,35.00,0.00,-0.975,-0.925,,,40.00,0.00,-1.425,-1.375,,,45.00,0.00,-1.725,-1.675,,,50.00,0.00,-1.725,-1.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,12:37:00 24-Jul-2024,1.7,-4.00,6,,,, ,11,,0.00,1.00,10.175,10.225,,,5.00,0.00,10.125,10.175,,,10.00,0.00,1.675,1.725,,,15.00,0.00,-0.725,-0.675,,,20.00,0.00,-0.975,-0.925,,,25.00,0.00,-1.125,-1.075,,,30.00,0.00,0.825,0.875,,,35.00,0.00,-1.375,-1.325,,,40.00,0.00,-1.725,-1.675,,,45.00,0.00,-1.725,-1.675,,,50.00,0.00,-1.725,-1.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,14:00:00 24-Jul-2024,1.7,-4.00,3,,,, ,6,,0.00,1.00,10.625,10.675,,,5.00,0.00,10.475,10.525,,,10.00,0.00,4.075,4.125,,,15.00,0.00,-0.925,-0.875,,,20.00,0.00,-0.925,-0.875,,,25.00,0.00,-1.325,-1.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,00:00:00 25-Jul-2024,1.7,-4.00,6,,,, ,13,,0.00,1.00,11.625,11.675,,,5.00,0.00,9.475,9.525,,,10.00,0.00,7.025,7.075,,,15.00,0.00,2.275,2.325,,,20.00,0.00,0.775,0.825,,,25.00,0.00,1.825,1.875,,,30.00,1.00,2.175,2.225,,,35.00,0.00,2.275,2.325,,,40.00,0.00,1.125,1.175,,,45.00,0.00,-0.075,-0.025,,,50.00,0.00,-1.225,-1.175,,,55.00,0.00,-1.525,-1.475,,,60.00,0.00,-1.575,-1.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,14:02:00 25-Jul-2024,1.7,-4.00,3,,,, ,9,,0.00,0.00,11.475,11.525,,,5.00,0.00,9.425,9.475,,,10.00,0.00,7.775,7.825,,,15.00,0.00,5.875,5.925,,,20.00,0.00,2.675,2.725,,,25.00,0.00,0.525,0.575,,,30.00,0.00,-0.575,-0.525,,,35.00,0.00,-0.825,-0.775,,,40.00,0.00,-0.875,-0.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,16:02:00 25-Jul-2024,16.7,-4.00,4,,,, ,9,,0.00,1.00,11.175,11.225,,,5.00,0.00,9.775,9.825,,,10.00,1.00,8.075,8.125,,,15.00,0.00,6.525,6.575,,,20.00,0.00,3.325,3.375,,,25.00,0.00,0.675,0.725,,,30.00,0.00,-0.725,-0.675,,,35.00,0.00,-0.825,-0.775,,,40.00,1.00,-0.825,-0.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,04:01:00 26-Jul-2024,16.7,-4.00,2,,,, ,9,,0.00,1.00,8.925,8.975,,,5.00,0.00,8.925,8.975,,,10.00,0.00,8.925,8.975,,,15.00,0.00,6.525,6.575,,,20.00,0.00,2.875,2.925,,,25.00,0.00,-0.025,0.025,,,30.00,0.00,-0.675,-0.625,,,35.00,0.00,-1.625,-1.575,,,40.00,0.00,-1.625,-1.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,08:01:00 26-Jul-2024,1.7,-4.00,1,,,, ,3,,0.00,1.00,8.775,8.825,,,5.00,0.00,8.825,8.875,,,10.00,0.00,8.625,8.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,20:10:00 26-Jul-2024,16.7,-4.00,1,,,, ,13,,0.00,1.00,9.825,9.875,,,5.00,0.00,9.875,9.925,,,10.00,0.00,5.875,5.925,,,15.00,0.00,2.475,2.525,,,20.00,0.00,2.475,2.525,,,25.00,0.00,2.275,2.325,,,30.00,0.00,2.225,2.275,,,35.00,0.00,2.175,2.225,,,40.00,0.00,2.075,2.125,,,45.00,0.00,2.075,2.125,,,50.00,0.00,2.075,2.125,,,55.00,0.00,2.075,2.125,,,60.00,1.00,2.025,2.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,11:53:00 27-Jul-2024,1.7,-4.00,2,,,, ,9,,0.00,0.00,9.725,9.775,,,5.00,0.00,9.775,9.825,,,10.00,0.00,9.675,9.725,,,15.00,0.00,6.075,6.125,,,20.00,0.00,3.625,3.675,,,25.00,0.00,0.875,0.925,,,30.00,0.00,1.275,1.325,,,35.00,0.00,2.125,2.175,,,40.00,0.00,2.175,2.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,22:03:00 27-Jul-2024,16.7,-4.00,1,,,, ,15,,0.00,1.00,8.925,8.975,,,5.00,0.00,8.925,8.975,,,10.00,0.00,8.925,8.975,,,15.00,0.00,6.575,6.625,,,20.00,0.00,5.225,5.275,,,25.00,0.00,-0.125,-0.075,,,30.00,0.00,-0.775,-0.725,,,35.00,0.00,0.625,0.675,,,40.00,1.00,1.525,1.575,,,45.00,0.00,1.875,1.925,,,50.00,1.00,1.725,1.775,,,55.00,0.00,1.675,1.725,,,60.00,0.00,1.625,1.675,,,65.00,0.00,1.625,1.675,,,70.00,0.00,1.625,1.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,00:00:00 28-Jul-2024,16.7,-4.00,4,,,, ,16,,0.00,0.00,8.575,8.625,,,5.00,0.00,8.575,8.625,,,10.00,0.00,8.475,8.525,,,15.00,0.00,7.525,7.575,,,20.00,0.00,5.825,5.875,,,25.00,0.00,-1.025,-0.975,,,30.00,1.00,0.025,0.075,,,35.00,0.00,-0.325,-0.275,,,40.00,0.00,0.175,0.225,,,45.00,0.00,1.125,1.175,,,50.00,0.00,1.225,1.275,,,55.00,0.00,1.475,1.525,,,60.00,0.00,1.325,1.375,,,65.00,0.00,0.925,0.975,,,70.00,0.00,0.925,0.975,,,75.00,1.00,0.925,0.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,02:03:00 28-Jul-2024,16.7,-4.00,1,,,, ,16,,0.00,1.00,8.275,8.325,,,5.00,0.00,8.275,8.325,,,10.00,0.00,8.175,8.225,,,15.00,1.00,8.075,8.125,,,20.00,0.00,3.375,3.425,,,25.00,0.00,1.875,1.925,,,30.00,0.00,0.375,0.425,,,35.00,0.00,-0.325,-0.275,,,40.00,0.00,-0.125,-0.075,,,45.00,0.00,0.875,0.925,,,50.00,0.00,1.525,1.575,,,55.00,1.00,1.775,1.825,,,60.00,0.00,1.375,1.425,,,65.00,0.00,0.525,0.575,,,70.00,0.00,0.375,0.425,,,75.00,0.00,0.375,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,14:05:00 28-Jul-2024,16.7,-4.00,2,,,, ,16,,0.00,1.00,7.625,7.675,,,5.00,0.00,7.675,7.725,,,10.00,0.00,6.275,6.325,,,15.00,0.00,5.375,5.425,,,20.00,0.00,0.275,0.325,,,25.00,0.00,0.125,0.175,,,30.00,0.00,-1.225,-1.175,,,35.00,0.00,-1.125,-1.075,,,40.00,0.00,-1.075,-1.025,,,45.00,0.00,-0.825,-0.775,,,50.00,0.00,-0.175,-0.125,,,55.00,0.00,0.125,0.175,,,60.00,0.00,0.125,0.175,,,65.00,0.00,0.075,0.125,,,70.00,0.00,0.075,0.125,,,75.00,0.00,0.075,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,16:01:00 28-Jul-2024,1.7,-4.00,1,,,, ,6,,0.00,1.00,7.475,7.525,,,5.00,0.00,7.475,7.525,,,10.00,0.00,7.475,7.525,,,15.00,0.00,6.775,6.825,,,20.00,0.00,3.475,3.525,,,25.00,1.00,-0.175,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,02:12:00 29-Jul-2024,16.7,-4.00,1,,,, ,13,,0.00,0.00,7.475,7.525,,,5.00,0.00,7.475,7.525,,,10.00,0.00,7.475,7.525,,,15.00,0.00,7.225,7.275,,,20.00,0.00,2.075,2.125,,,25.00,0.00,0.175,0.225,,,30.00,1.00,-0.725,-0.675,,,35.00,0.00,-1.275,-1.225,,,40.00,0.00,-1.175,-1.125,,,45.00,0.00,-0.675,-0.625,,,50.00,0.00,0.225,0.275,,,55.00,0.00,0.275,0.325,,,60.00,1.00,0.275,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,04:08:00 29-Jul-2024,16.7,-4.00,1,,,, ,12,,0.00,1.00,7.375,7.425,,,5.00,0.00,7.425,7.475,,,10.00,0.00,7.475,7.525,,,15.00,0.00,7.325,7.375,,,20.00,0.00,4.475,4.525,,,25.00,0.00,1.325,1.375,,,30.00,0.00,0.425,0.475,,,35.00,0.00,1.075,1.125,,,40.00,0.00,0.875,0.925,,,45.00,0.00,1.275,1.325,,,50.00,0.00,1.325,1.375,,,55.00,0.00,1.325,1.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,06:02:00 29-Jul-2024,16.7,-4.00,2,,,, ,12,,0.00,1.00,7.775,7.825,,,5.00,0.00,7.875,7.925,,,10.00,0.00,7.825,7.875,,,15.00,0.00,3.625,3.675,,,20.00,0.00,1.175,1.225,,,25.00,0.00,1.125,1.175,,,30.00,0.00,1.125,1.175,,,35.00,0.00,1.175,1.225,,,40.00,0.00,1.175,1.225,,,45.00,0.00,1.175,1.225,,,50.00,0.00,1.175,1.225,,,55.00,0.00,1.175,1.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,20:00:00 29-Jul-2024,1.7,-4.00,1,,,, ,3,,0.00,1.00,6.675,6.725,,,5.00,0.00,6.675,6.725,,,10.00,0.00,6.625,6.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,06:30:00 30-Jul-2024,16.7,-4.00,1,,,, ,16,,0.00,1.00,7.875,7.925,,,5.00,0.00,7.875,7.925,,,10.00,0.00,7.425,7.475,,,15.00,0.00,6.925,6.975,,,20.00,0.00,2.875,2.925,,,25.00,0.00,0.225,0.275,,,30.00,0.00,-1.175,-1.125,,,35.00,0.00,-1.475,-1.425,,,40.00,0.00,-1.225,-1.175,,,45.00,0.00,-1.425,-1.375,,,50.00,0.00,-0.925,-0.875,,,55.00,0.00,-0.275,-0.225,,,60.00,1.00,0.325,0.375,,,65.00,0.00,0.625,0.675,,,70.00,0.00,0.625,0.675,,,75.00,0.00,0.625,0.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,10:00:00 30-Jul-2024,1.7,-4.00,1,,,, ,4,,0.00,1.00,7.925,7.975,,,5.00,0.00,7.925,7.975,,,10.00,0.00,7.675,7.725,,,15.00,0.00,6.675,6.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,00:01:00 31-Jul-2024,1.7,-4.00,2,,,, ,4,,0.00,0.00,7.875,7.925,,,5.00,0.00,7.875,7.925,,,10.00,0.00,7.825,7.875,,,15.00,0.00,7.325,7.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,10:24:00 31-Jul-2024,16.7,-4.00,2,,,, ,14,,0.00,0.00,7.925,7.975,,,5.00,0.00,7.925,7.975,,,10.00,0.00,7.925,7.975,,,15.00,0.00,7.875,7.925,,,20.00,0.00,4.125,4.175,,,25.00,0.00,1.125,1.175,,,30.00,0.00,0.525,0.575,,,35.00,0.00,0.475,0.525,,,40.00,1.00,-0.125,-0.075,,,45.00,0.00,-0.775,-0.725,,,50.00,0.00,-0.375,-0.325,,,55.00,0.00,-0.325,-0.275,,,60.00,0.00,-0.025,0.025,,,65.00,0.00,-0.075,-0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,12:31:00 31-Jul-2024,16.7,-4.00,2,,,, ,10,,0.00,0.00,8.075,8.125,,,5.00,0.00,8.075,8.125,,,10.00,0.00,8.075,8.125,,,15.00,0.00,8.025,8.075,,,20.00,0.00,4.325,4.375,,,25.00,0.00,1.425,1.475,,,30.00,0.00,-0.725,-0.675,,,35.00,0.00,-0.575,-0.525,,,40.00,0.00,-0.325,-0.275,,,45.00,0.00,-0.575,-0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,20:07:00 02-Aug-2024,16.7,-4.00,2,,,, ,1,,85.00,1.00,0.975,1.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,22:17:00 06-Aug-2024,16.7,-5.00,1,,,, ,17,,0.00,0.00,7.525,7.575,,,5.00,0.00,7.525,7.575,,,10.00,0.00,7.525,7.575,,,15.00,0.00,7.475,7.525,,,20.00,1.00,2.875,2.925,,,25.00,1.00,3.175,3.225,,,30.00,1.00,0.825,0.875,,,35.00,0.00,1.225,1.275,,,40.00,0.00,0.775,0.825,,,45.00,0.00,1.375,1.425,,,50.00,0.00,1.625,1.675,,,55.00,0.00,1.575,1.625,,,60.00,0.00,1.475,1.525,,,65.00,0.00,1.125,1.175,,,70.00,0.00,1.075,1.125,,,75.00,0.00,1.025,1.075,,,80.00,0.00,1.025,1.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,20:27:00 09-Aug-2024,16.7,-5.00,2,,,, ,16,,0.00,0.00,6.675,6.725,,,5.00,0.00,6.625,6.675,,,10.00,0.00,6.475,6.525,,,15.00,0.00,6.525,6.575,,,20.00,0.00,5.675,5.725,,,25.00,0.00,1.025,1.075,,,30.00,0.00,1.575,1.625,,,35.00,0.00,2.025,2.075,,,40.00,0.00,1.575,1.625,,,45.00,0.00,1.625,1.675,,,50.00,0.00,1.725,1.775,,,55.00,0.00,1.775,1.825,,,60.00,0.00,1.825,1.875,,,65.00,0.00,1.925,1.975,,,70.00,0.00,1.975,2.025,,,75.00,0.00,1.975,2.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,00:08:00 11-Aug-2024,16.7,-5.00,1,,,, ,15,,0.00,0.00,6.775,6.825,,,5.00,0.00,6.625,6.675,,,10.00,0.00,6.275,6.325,,,15.00,0.00,5.575,5.625,,,20.00,0.00,0.875,0.925,,,25.00,0.00,1.675,1.725,,,30.00,0.00,2.125,2.175,,,35.00,0.00,1.975,2.025,,,40.00,0.00,1.875,1.925,,,45.00,0.00,2.075,2.125,,,50.00,0.00,2.275,2.325,,,55.00,0.00,2.325,2.375,,,60.00,0.00,2.325,2.375,,,65.00,0.00,2.125,2.175,,,70.00,0.00,1.325,1.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,13:10:00 11-Aug-2024,16.7,-5.00,1,,,, ,11,,0.00,0.00,7.775,7.825,,,5.00,0.00,7.475,7.525,,,10.00,0.00,6.675,6.725,,,15.00,0.00,6.475,6.525,,,20.00,0.00,2.275,2.325,,,25.00,0.00,2.325,2.375,,,30.00,0.00,2.325,2.375,,,35.00,0.00,2.375,2.425,,,40.00,0.00,2.325,2.375,,,45.00,0.00,2.475,2.525,,,50.00,1.00,2.475,2.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,15:48:00 11-Aug-2024,16.7,-5.00,1,,,, ,14,,0.00,0.00,7.425,7.475,,,5.00,0.00,7.425,7.475,,,10.00,0.00,6.625,6.675,,,15.00,0.00,6.025,6.075,,,20.00,0.00,2.475,2.525,,,25.00,0.00,2.125,2.175,,,30.00,0.00,2.125,2.175,,,35.00,0.00,2.075,2.125,,,40.00,1.00,2.175,2.225,,,45.00,0.00,2.275,2.325,,,50.00,0.00,2.175,2.225,,,55.00,0.00,1.675,1.725,,,60.00,0.00,1.025,1.075,,,65.00,0.00,-0.025,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,02:08:00 15-Aug-2024,1.7,-5.00,1,,,, ,14,,0.00,1.00,7.875,7.925,,,5.00,0.00,7.425,7.475,,,10.00,0.00,7.125,7.175,,,15.00,0.00,5.975,6.025,,,20.00,0.00,3.275,3.325,,,25.00,0.00,2.325,2.375,,,30.00,0.00,2.375,2.425,,,35.00,0.00,2.375,2.425,,,40.00,1.00,2.375,2.425,,,45.00,0.00,1.725,1.775,,,50.00,0.00,0.725,0.775,,,55.00,0.00,-1.025,-0.975,,,60.00,0.00,-1.275,-1.225,,,65.00,0.00,-1.275,-1.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,06:29:00 16-Aug-2024,1.7,-5.00,2,,,, ,8,,0.00,0.00,8.875,8.925,,,5.00,0.00,8.525,8.575,,,10.00,0.00,8.225,8.275,,,15.00,0.00,7.975,8.025,,,20.00,0.00,6.525,6.575,,,25.00,0.00,2.475,2.525,,,30.00,0.00,-0.075,-0.025,,,35.00,0.00,-0.325,-0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,00:00:00 18-Aug-2024,16.7,-5.00,1,,,, ,10,,0.00,1.00,8.575,8.625,,,5.00,0.00,8.575,8.625,,,10.00,0.00,8.425,8.475,,,15.00,0.00,5.975,6.025,,,20.00,0.00,0.725,0.775,,,25.00,0.00,0.225,0.275,,,30.00,0.00,0.075,0.125,,,35.00,0.00,-0.275,-0.225,,,40.00,0.00,-0.975,-0.925,,,45.00,0.00,-1.025,-0.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,16:01:00 18-Aug-2024,1.7,-5.00,1,,,, ,5,,0.00,0.00,7.975,8.025,,,5.00,1.00,7.975,8.025,,,10.00,0.00,7.975,8.025,,,15.00,0.00,7.975,8.025,,,20.00,0.00,4.725,4.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,10:00:00 20-Aug-2024,1.7,-5.00,2,,,, ,5,,0.00,0.00,8.425,8.475,,,5.00,0.00,8.425,8.475,,,10.00,0.00,8.025,8.075,,,15.00,0.00,6.925,6.975,,,20.00,0.00,5.025,5.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,22:04:00 24-Aug-2024,16.7,-6.00,1,,,, ,12,,0.00,1.00,6.325,6.375,,,5.00,0.00,6.125,6.175,,,10.00,0.00,5.975,6.025,,,15.00,0.00,3.125,3.175,,,20.00,0.00,-0.275,-0.225,,,25.00,0.00,0.925,0.975,,,30.00,0.00,1.225,1.275,,,35.00,0.00,1.725,1.775,,,40.00,0.00,1.475,1.525,,,45.00,0.00,1.475,1.525,,,50.00,0.00,1.475,1.525,,,55.00,0.00,1.475,1.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,02:52:00 26-Aug-2024,16.7,-6.00,1,,,, ,11,,0.00,1.00,6.275,6.325,,,5.00,0.00,6.325,6.375,,,10.00,0.00,5.875,5.925,,,15.00,0.00,4.675,4.725,,,20.00,0.00,1.925,1.975,,,25.00,0.00,1.925,1.975,,,30.00,0.00,1.875,1.925,,,35.00,0.00,1.875,1.925,,,40.00,0.00,1.875,1.925,,,45.00,0.00,1.925,1.975,,,50.00,0.00,1.925,1.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1010_22U3198,264709,0.500000,Transmission,UT,10:05:00 28-Aug-2024,1.7,-6.00,1,,,, ,7,,0.00,0.00,5.875,5.925,,,5.00,0.00,5.875,5.925,,,10.00,0.00,5.725,5.775,,,15.00,0.00,5.625,5.675,,,20.00,0.00,5.575,5.625,,,25.00,0.00,5.525,5.575,,,30.00,0.00,5.525,5.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
