DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
J021,242856,UT,Strong,08-May-2024,11:36:01,08-May-2024,11:36:01
J021,242856,UT,Strong,10-Jan-2025,15:24:16,10-Jan-2025,15:23:24
