DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
J612,264751,UT,00:57:34 29-Jul-2024,,,B,58.4402,-148.4117,CRC f7.9a,00:24:43 29-Jul-2024,DSA,30,224,207,208,67,149,57,184,68,41,140,146,20,46,76,138,209,212,90,46,24,71,225,255,6,136,144,125,72,240,87,
J612,264751,UT,05:35:34 30-Jul-2024,,,,,,CRC d3.4e,,,26,96,150,47,29,213,222,162,119,203,15,148,255,229,145,246,242,139,94,252,36,226,32,131,32,78,143,41,42,161,139,
J612,264751,UT,00:09:19 31-Jul-2024,,,,,,CRC d0.98,22:43:23 30-Jul-2024,DSA,26,0,207,235,132,93,45,136,64,138,212,156,11,224,220,204,220,132,254,38,252,58,224,92,66,128,240,173,79,154,95,
J612,264751,UT,21:18:02 31-Jul-2024,,,,,,CRC 32.f3,20:34:25 31-Jul-2024,DSA,6,64,207,250,83,167,46,204,62,159,233,222,12,4,204,160,96,243,254,134,161,197,33,255,1,136,233,133,83,120,106,
J612,264751,UT,22:21:46 31-Jul-2024,,,,,,CRC 32.55,20:34:25 31-Jul-2024,DSA,6,64,207,250,83,167,62,204,62,151,233,222,12,4,204,160,96,243,254,134,161,197,33,255,1,200,233,133,83,250,67,
J612,264751,UT,07:39:46 01-Aug-2024,,,,,,CRC 6e.98,07:14:00 01-Aug-2024,DSA,13,192,208,19,179,192,88,44,45,24,68,68,174,223,223,93,0,146,4,62,149,199,240,205,74,164,249,197,102,134,92,
J612,264751,UT,07:49:05 02-Aug-2024,,,,,,CRC 10.0,07:49:05 02-Aug-2024,Status,74,64,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,21:43:02 02-Aug-2024,,,,,,CRC 9.5,21:43:02 02-Aug-2024,Status,41,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J612,264751,UT,09:42:19 05-Aug-2024,,,,,,CRC f8.16,07:42:04 05-Aug-2024,DSA,31,0,208,84,59,60,82,108,49,14,170,50,9,225,194,191,132,63,104,35,9,231,243,165,5,32,100,178,163,69,42,
J612,264751,UT,13:08:04 05-Aug-2024,,,,,,CRC 1d.db,11:48:27 05-Aug-2024,DSA,3,160,208,86,3,45,81,158,46,21,88,6,75,92,199,248,23,79,48,219,162,77,162,212,76,2,217,205,152,24,234,
