DeployID,Ptt,Instr,LocationQuality,Latitude,Longitude,DiveNumber,MobilityAvg,MobilitySD,DiveStart,Segment,SegmentStart,Duration,InitialDepth,FinalDepth,SwimEffort,ActivityCount,Pitch,LightShallow,LightDeep,TempShallow,TempDeep,SurfaceInterval
J612,264751,UT,,,,,,,17:15:25 03-Jul-2024,4,17:37:19 03-Jul-2024,161,241,0,3219,0,-49,,,,,
J612,264751,UT,B,53.2962,-133.5019,,,,03:17:07 06-Jul-2024,,,1568,,,,,,20,198,12.70,6.60,195
J612,264751,UT,B,53.2962,-133.5019,,,,03:17:07 06-Jul-2024,0,03:17:07 06-Jul-2024,343,0,576,2953,1,77,,,,,
J612,264751,UT,B,53.2962,-133.5019,,,,03:17:07 06-Jul-2024,1,03:22:50 06-Jul-2024,150,576,576,2510,8,,,,,,
J612,264751,UT,B,53.2962,-133.5019,,,,03:17:07 06-Jul-2024,2,03:25:20 06-Jul-2024,97,576,656,2953,14,,,,,,
J612,264751,UT,B,53.2962,-133.5019,,,,03:17:07 06-Jul-2024,3,03:26:57 06-Jul-2024,429,656,368,9374,40,,,,,,
J612,264751,UT,B,53.2962,-133.5019,,,,03:17:07 06-Jul-2024,4,03:34:06 06-Jul-2024,354,368,0,4650,3,-75,,,,,
J612,264751,UT,B,53.6967,-133.6368,,,,00:31:22 07-Jul-2024,,,1214,,,,,,14,242,12.80,6.60,96
J612,264751,UT,B,53.6967,-133.6368,,,,00:31:22 07-Jul-2024,0,00:31:22 07-Jul-2024,358,0,498,2516,2,75,,,,,
J612,264751,UT,B,53.6967,-133.6368,,,,00:31:22 07-Jul-2024,1,00:37:20 07-Jul-2024,114,498,576,2142,13,,,,,,
J612,264751,UT,B,53.6967,-133.6368,,,,00:31:22 07-Jul-2024,2,00:39:14 07-Jul-2024,244,576,498,3978,1,,,,,,
J612,264751,UT,B,53.6967,-133.6368,,,,00:31:22 07-Jul-2024,3,00:43:18 07-Jul-2024,254,498,232,4318,4,,,,,,
J612,264751,UT,B,53.6967,-133.6368,,,,00:31:22 07-Jul-2024,4,00:47:32 07-Jul-2024,148,232,0,2652,0,-43,,,,,
J612,264751,UT,B,53.7895,-133.6841,,,,04:19:23 07-Jul-2024,,,1330,,,,,,212,157,12.80,6.50,93
J612,264751,UT,B,53.7895,-133.6841,,,,04:19:23 07-Jul-2024,0,04:19:23 07-Jul-2024,329,0,544,1909,0,77,,,,,
