DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
K311,264746,UT,1.00a,88,1154,82,2,2092,,,,,47,03:32:31 01-May-2024,05:58:03 01-Jan-2025,245,03:32:31 01-May-2024,04:32:37 01-Jan-2025,245,,,03:00:00 01-May-2024
