DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
K311,264746,0.500000,UT,,,02:03:10 08-May-2024,,1,37.1067,-122.2929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,3126
K311,264746,0.500000,UT,,,02:03:57 08-May-2024,,1,37.1067,-122.2929,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,02:08:40 08-May-2024,,3,37.1137,-122.3354,,,,,,,,,,,,,9082,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,02:09:27 08-May-2024,,3,37.1137,-122.3354,,,,,,,,,21.80,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,02:11:48 08-May-2024,,3,37.1137,-122.3354,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,02:12:35 08-May-2024,,3,37.1137,-122.3354,,,,,,,,,,,,,888,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,02:13:22 08-May-2024,,3,37.1137,-122.3354,,,,,,,,,22.20,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,1.00a,,02:14:09 08-May-2024,,3,37.1137,-122.3354,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,02:14:57 08-May-2024,,3,37.1137,-122.3354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,3126
K311,264746,0.500000,UT,,,02:15:44 08-May-2024,,3,37.1137,-122.3354,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,02:16:31 08-May-2024,,3,37.1137,-122.3354,,,,,,,,,,,,,884,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,02:57:21 08-May-2024,,3,37.1135,-122.3342,,,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,02:58:56 08-May-2024,,3,37.1135,-122.3342,,,,,,,,,16.20,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:01:17 08-May-2024,,3,37.1135,-122.3342,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:02:04 08-May-2024,,3,37.1135,-122.3342,,,,,,,,,,,,,701,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:02:52 08-May-2024,,3,37.1135,-122.3342,,,,,,,,,16.50,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,1.00a,,03:03:39 08-May-2024,,3,37.1135,-122.3342,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:04:26 08-May-2024,,3,37.1135,-122.3342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,3126
K311,264746,0.500000,UT,,,03:05:13 08-May-2024,,3,37.1146,-122.3255,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:06:00 08-May-2024,,3,37.1135,-122.3342,,,,,,,,,,,,,683,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:06:47 08-May-2024,,3,37.1146,-122.3255,,,,,,,,,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:34:17 08-May-2024,,3,37.1129,-122.3267,,,,,,,,,,,,,522,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,03:35:50 08-May-2024,03:35:51 08-May-2024,1,3,37.1129,-122.3267,CRC,,,,377,3.225,,,15.25,0.0,,,137,,,,,,,,,,255,16,,0,,,,,,,0,,,0,19,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:37:25 08-May-2024,,3,37.1129,-122.3267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,3126
K311,264746,0.500000,UT,,,03:38:12 08-May-2024,,3,37.1129,-122.3267,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:38:59 08-May-2024,,3,37.1129,-122.3267,,,,,,,,,,,,,535,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:45:57 08-May-2024,,2,37.1134,-122.3272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,3126
K311,264746,0.500000,UT,,,03:46:50 08-May-2024,,2,37.1134,-122.3272,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:51:43 08-May-2024,,2,37.1134,-122.3272,,,,,,,,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:54:59 08-May-2024,,2,37.1134,-122.3272,,,,,,,,,12.20,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,1.00a,,03:55:46 08-May-2024,,2,37.1134,-122.3272,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,03:59:41 08-May-2024,,B,37.1132,-122.3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,3126
K311,264746,0.500000,UT,,,04:01:51 08-May-2024,,B,37.1132,-122.3304,,,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,04:56:18 08-May-2024,,B,37.1204,-122.3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,3126
K311,264746,0.500000,UT,,,05:06:47 08-May-2024,,0,37.0926,-122.3433,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,05:13:51 08-May-2024,,0,37.0926,-122.3433,,,,,,,,,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,1.00a,,05:14:38 08-May-2024,,0,37.0926,-122.3433,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,05:32:21 08-May-2024,,0,37.1180,-122.3088,,,,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,05:33:09 08-May-2024,,0,37.1180,-122.3088,,,,,,,,,,,,,487,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,05:33:56 08-May-2024,,0,37.1180,-122.3088,,,,,,,,,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,1.00a,,05:36:17 08-May-2024,,0,37.1180,-122.3088,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,05:39:25 08-May-2024,,A,37.1071,-122.3144,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,05:43:20 08-May-2024,,A,37.1071,-122.3144,,,,,,,,,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,06:18:35 08-May-2024,,B,37.1124,-122.3209,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,06:24:04 08-May-2024,,B,37.1124,-122.3209,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,06:50:53 08-May-2024,,A,37.1149,-122.3303,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,06:52:27 08-May-2024,,A,37.1149,-122.3303,,,,,,,,,11.50,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,07:53:15 08-May-2024,,0,37.1084,-122.3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,3126
K311,264746,0.500000,UT,,,07:56:23 08-May-2024,,0,37.1084,-122.3385,,,,,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,07:59:31 08-May-2024,,0,37.1084,-122.3385,,,,,,,,,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,1.00a,,08:02:38 08-May-2024,,0,37.1084,-122.3385,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
K311,264746,0.500000,UT,,,08:28:44 08-May-2024,,B,37.1104,-122.3448,,,,,,,,,10.30,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,03:00:00 01-May-2024,,,
