DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
K311,264746,UT,DS,3,0,0,47,47,07:00:02 23-May-2024,NN,A,41.1800,-130.2252,41.1800,-130.2252,8,,401677583,-123
K311,264746,UT,DS,3,0,0,47,47,07:17:23 23-May-2024,MC,A,41.1999,-130.2272,41.1999,-130.2272,6,,401677583,-124
K311,264746,UT,DS,3,0,0,47,47,08:11:10 23-May-2024,O3,A,41.2215,-130.2473,41.2215,-130.2473,8,,401677581,-121
K311,264746,UT,DS,1,0,0,,,09:50:37 23-May-2024,O3,B,41.2555,-130.2986,,,8,,401677573,-134
K311,264746,UT,DS,1,0,0,,,19:45:43 23-May-2024,NP,B,41.4597,-130.6030,41.4597,-130.6030,8,,401677578,-136
K311,264746,UT,DS,1,0,0,,,13:27:52 24-May-2024,A1,B,41.6944,-131.0174,41.6944,-131.0174,,,401677595,-137
K311,264746,UT,DS,1,0,1,,,14:25:34 25-May-2024,CS,,,,,,,,401650000,-132
K311,264746,UT,DS,1,0,0,,,15:46:30 26-May-2024,NK,,,,,,,,401650000,-133
K311,264746,UT,DS,1,0,1,,,02:28:28 27-May-2024,CS,,,,,,,,401650000,-140
K311,264746,UT,DS,1,0,0,,,05:07:15 27-May-2024,NP,,,,,,,,401650000,-136
K311,264746,UT,DS,1,0,0,,,05:57:06 27-May-2024,MC,,,,,,,,401650000,-132
K311,264746,UT,DS,1,0,0,,,09:20:07 28-May-2024,O3,,,,,,,,401650000,-130
K311,264746,UT,DS,1,0,0,,,17:45:44 28-May-2024,MC,,,,,,,,401650000,-124
K311,264746,UT,DS,1,0,0,,,18:47:23 28-May-2024,NP,,,,,,,,401650000,-127
K311,264746,UT,DS,1,0,0,,,21:22:17 28-May-2024,O3,,,,,,,,401650000,-122
K311,264746,UT,DS,1,0,0,,,01:16:06 29-May-2024,CS,,,,,,,,401650000,-138
K311,264746,UT,DS,3,0,0,47,47,02:23:38 29-May-2024,NK,A,43.7504,-133.8522,43.7504,-133.8522,,,401677616,-129
K311,264746,UT,DS,2,0,0,47,47,02:24:01 29-May-2024,A1,B,43.7588,-133.8842,43.7588,-133.8842,6,,401677578,-131
K311,264746,UT,DS,2,0,0,47,47,02:45:53 29-May-2024,CS,B,43.7576,-133.8891,43.7576,-133.8891,6,,401677599,-133
K311,264746,UT,DS,3,0,0,47,47,05:07:59 29-May-2024,MC,A,43.8056,-133.9897,43.8056,-133.9897,8,,401677587,-121
K311,264746,UT,DS,3,0,0,47,47,05:42:49 29-May-2024,NK,A,43.8201,-134.0169,,,8,,401677584,-129
K311,264746,UT,DS,3,0,0,47,47,05:58:10 29-May-2024,MB,A,43.8273,-134.0227,43.8273,-134.0227,8,,401677585,-129
K311,264746,UT,DS,3,0,0,47,47,06:13:05 29-May-2024,NP,A,43.8282,-134.0211,43.8282,-134.0211,6,,401677587,-128
K311,264746,UT,DS,1,0,0,,,06:45:22 29-May-2024,MC,B,43.8409,-134.0404,43.8409,-134.0404,8,,401677584,-129
K311,264746,UT,DS,3,0,0,47,47,08:27:31 29-May-2024,O3,A,43.8691,-134.0925,43.8691,-134.0925,8,,401677582,-127
K311,264746,UT,DS,1,0,0,,,10:15:10 29-May-2024,O3,B,43.9106,-134.1503,43.9106,-134.1503,8,,401677589,-140
K311,264746,UT,DS,3,0,0,47,47,13:15:23 29-May-2024,CS,A,43.9693,-134.1810,43.9693,-134.1810,8,,401677573,-128
K311,264746,UT,DS,3,0,0,47,47,13:54:02 29-May-2024,SR,A,43.9934,-134.1872,,,7,,401677586,-119
K311,264746,UT,DS,6,0,0,56,47,14:57:06 29-May-2024,CS,0,44.0079,-134.2463,44.0079,-134.2463,58,,401677585,-126
K311,264746,UT,DS,8,0,3,80,47,15:30:02 29-May-2024,SR,3,44.0021,-134.2245,44.0021,-134.2245,58,,401677574,-132
K311,264746,UT,DS,20,7,1,,,16:08:27 29-May-2024,NK,3,44.0018,-134.2202,44.0018,-134.2202,58,,401677558,-120
K311,264746,UT,DS,1,0,0,,,06:27:33 30-May-2024,MC,B,44.1757,-134.3694,44.1757,-134.3694,,,401677577,-125
K311,264746,UT,DS,1,0,1,,,12:36:19 30-May-2024,CS,B,44.0713,-134.4200,44.0713,-134.4200,8,,401677635,-139
K311,264746,UT,DS,1,0,0,,,23:47:05 30-May-2024,CS,B,43.8793,-134.3746,43.8793,-134.3746,8,,401677569,-134
K311,264746,UT,DS,1,0,0,,,03:07:42 31-May-2024,SR,B,43.8487,-134.3729,43.8487,-134.3729,8,,401677588,-124
K311,264746,UT,DS,1,0,0,,,03:07:42 31-May-2024,CS,B,43.8208,-134.7951,43.8208,-134.7951,8,,401677502,-136
K311,264746,UT,DS,1,0,0,,,14:24:06 31-May-2024,SR,B,43.6718,-135.3224,43.6718,-135.3224,8,,401677590,-137
K311,264746,UT,DS,1,0,0,,,17:04:02 31-May-2024,NK,B,43.6250,-135.4309,43.6250,-135.4309,8,,401677592,-116
K311,264746,UT,DS,1,0,1,,,07:50:09 01-Jun-2024,O3,B,43.4135,-135.8851,43.4135,-135.8851,,,401677674,-132
K311,264746,UT,DS,1,0,0,,,14:53:31 01-Jun-2024,NK,B,43.8456,-135.4556,43.8456,-135.4556,8,,401677490,-137
K311,264746,UT,DS,1,0,0,,,16:13:02 02-Jun-2024,NK,,,,,,,,401650000,-128
K311,264746,UT,DS,1,0,0,,,22:28:16 02-Jun-2024,O3,,,,,,,,401650000,-124
K311,264746,UT,DS,1,0,0,,,05:21:17 03-Jun-2024,NP,,,,,,,,401650000,-138
K311,264746,UT,DS,2,0,1,47,47,09:40:40 03-Jun-2024,O3,B,44.1297,-137.5467,,,,,401677733,-129
K311,264746,UT,DS,1,0,0,,,16:23:39 03-Jun-2024,CS,B,44.2832,-137.7014,44.2832,-137.7014,8,,401677623,-138
K311,264746,UT,DS,1,0,0,,,03:10:08 04-Jun-2024,NK,B,44.4426,-138.1493,44.4426,-138.1493,8,,401677622,-131
K311,264746,UT,DS,1,0,0,,,03:10:08 04-Jun-2024,A1,B,44.4316,-138.1519,44.4316,-138.1519,,,401677626,-131
K311,264746,UT,DS,1,0,0,,,06:25:52 04-Jun-2024,MC,B,44.4646,-138.2739,44.4646,-138.2739,8,,401677621,-121
K311,264746,UT,DS,1,0,0,,,07:16:20 04-Jun-2024,O3,B,44.4749,-138.3190,44.4749,-138.3190,8,,401677608,-136
K311,264746,UT,DS,1,0,0,,,14:01:28 04-Jun-2024,SR,B,44.5374,-138.8045,44.5374,-138.8045,8,,401677590,-121
K311,264746,UT,DS,1,0,0,,,21:00:59 04-Jun-2024,O3,B,44.5867,-139.0621,44.5867,-139.0621,8,,401677591,-127
K311,264746,UT,DS,2,0,1,47,47,22:31:51 04-Jun-2024,O3,B,44.5266,-138.9163,44.5266,-138.9163,8,,401677612,-134
K311,264746,UT,DS,2,0,1,94,94,23:41:52 04-Jun-2024,CS,B,44.5298,-138.9513,44.5298,-138.9513,8,,401677603,-133
K311,264746,UT,DS,3,0,0,47,47,02:39:38 05-Jun-2024,NK,A,44.5327,-139.0299,44.5327,-139.0299,8,,401677590,-128
K311,264746,UT,DS,3,0,0,47,47,03:01:19 05-Jun-2024,CS,A,44.4804,-139.1469,44.4804,-139.1469,6,,401677622,-124
K311,264746,UT,DS,3,0,0,47,47,04:25:52 05-Jun-2024,NK,A,44.5173,-139.1631,44.5173,-139.1631,8,,401677599,-126
K311,264746,UT,DS,1,0,0,,,04:26:39 05-Jun-2024,MC,B,44.4775,-139.1755,44.4775,-139.1755,8,,401677599,-129
K311,264746,UT,DS,3,0,0,47,47,04:46:49 05-Jun-2024,NP,A,44.4893,-139.1392,44.4893,-139.1392,6,,401677603,-127
K311,264746,UT,DS,1,0,0,,,05:06:37 05-Jun-2024,MB,B,44.4910,-139.1433,44.4910,-139.1433,6,,401677602,-127
K311,264746,UT,DS,1,0,0,,,05:52:04 05-Jun-2024,A1,B,44.4964,-139.1528,44.4964,-139.1528,8,,401677598,-137
K311,264746,UT,DS,1,0,0,,,06:05:40 05-Jun-2024,NK,B,44.4922,-139.1483,44.4922,-139.1483,6,,401677594,-137
K311,264746,UT,DS,2,0,0,47,47,06:06:04 05-Jun-2024,MC,B,44.5211,-139.2232,44.5211,-139.2232,6,,401677604,-114
K311,264746,UT,DS,2,0,1,47,47,06:06:04 05-Jun-2024,NN,B,44.5276,-139.2119,44.5276,-139.2119,,,401677605,-133
K311,264746,UT,DS,2,0,0,467,467,06:28:01 05-Jun-2024,NP,B,44.5218,-139.2526,44.5218,-139.2526,6,,401677603,-126
K311,264746,UT,DS,1,0,1,,,06:35:47 05-Jun-2024,O3,B,44.5210,-139.2539,44.5210,-139.2539,6,,401677606,-138
K311,264746,UT,DS,2,0,0,47,47,06:48:40 05-Jun-2024,MB,B,44.5518,-139.2710,44.5518,-139.2710,6,,401677596,-129
K311,264746,UT,DS,2,0,0,47,47,07:45:21 05-Jun-2024,NN,B,44.5857,-139.3107,44.5857,-139.3107,8,,401677585,-125
K311,264746,UT,DS,2,0,0,47,47,07:45:21 05-Jun-2024,MC,B,44.5851,-139.3122,44.5851,-139.3122,,,401677591,-122
K311,264746,UT,DS,1,0,0,,,09:25:04 05-Jun-2024,NN,B,44.6091,-139.3575,44.6091,-139.3575,8,,401677587,-132
K311,264746,UT,DS,2,0,0,47,47,09:45:22 05-Jun-2024,O3,B,44.6082,-139.3635,44.6082,-139.3635,6,,401677603,-133
K311,264746,UT,DS,1,0,0,,,13:26:52 05-Jun-2024,CS,B,44.6079,-139.3635,44.6079,-139.3635,8,,401677603,-134
K311,264746,UT,DS,2,0,0,47,47,15:04:35 05-Jun-2024,CS,B,44.5784,-139.4743,44.5784,-139.4743,8,,401677605,-118
K311,264746,UT,DS,3,0,1,47,47,16:29:48 05-Jun-2024,A1,A,44.6117,-139.7483,44.6117,-139.7483,8,,401677594,-139
K311,264746,UT,DS,3,0,1,47,47,16:29:48 05-Jun-2024,NK,A,44.5994,-139.7531,44.5994,-139.7531,,,401677589,-129
K311,264746,UT,DS,1,0,0,,,16:50:30 05-Jun-2024,SR,B,44.6200,-139.6989,44.6200,-139.6989,6,,401677587,-140
K311,264746,UT,DS,2,0,0,94,94,18:27:18 05-Jun-2024,MC,B,44.5927,-139.8990,44.5927,-139.8990,8,,401677594,-131
K311,264746,UT,DS,1,0,0,,,18:45:51 05-Jun-2024,NP,B,44.5924,-139.9244,44.5924,-139.9244,6,,401677597,-134
K311,264746,UT,DS,3,0,0,47,47,19:11:54 05-Jun-2024,MB,A,44.5734,-139.9187,44.5734,-139.9187,6,,401677595,-125
K311,264746,UT,DS,2,0,0,47,47,19:58:40 05-Jun-2024,MC,B,44.5891,-140.0417,44.5891,-140.0417,8,,401677585,-124
K311,264746,UT,DS,1,0,0,,,19:58:17 05-Jun-2024,NN,B,44.5944,-139.9913,44.5944,-139.9913,8,,401677599,-133
K311,264746,UT,DS,1,0,0,,,01:42:09 06-Jun-2024,SR,B,44.5265,-140.4885,44.5265,-140.4885,8,,401677617,-138
K311,264746,UT,DS,3,0,0,47,47,02:16:58 06-Jun-2024,CS,Z,44.5186,-140.1468,44.5186,-140.1468,38,,401677614,-122
K311,264746,UT,DS,3,0,0,47,47,03:25:04 06-Jun-2024,SR,A,44.4785,-140.3370,44.4785,-140.3370,8,,401677599,-125
K311,264746,UT,DS,1,0,1,,,04:45:13 06-Jun-2024,NP,B,44.4658,-140.4349,44.4658,-140.4349,8,,401677591,-138
K311,264746,UT,DS,1,0,0,,,05:05:29 06-Jun-2024,SR,B,44.4640,-140.4440,44.4640,-140.4440,6,,401677594,-134
K311,264746,UT,DS,3,0,0,47,47,05:27:20 06-Jun-2024,A1,A,44.4807,-140.4050,44.4807,-140.4050,6,,401677582,-133
K311,264746,UT,DS,3,0,0,47,47,05:46:22 06-Jun-2024,MC,A,44.5115,-140.4044,44.5115,-140.4044,8,,401677600,-116
K311,264746,UT,DS,2,0,0,94,94,06:22:17 06-Jun-2024,NP,B,44.5252,-140.4299,44.5252,-140.4299,8,,401677596,-127
K311,264746,UT,DS,1,0,0,,,16:24:21 06-Jun-2024,SR,B,44.6689,-140.8678,,,8,,401677581,-137
K311,264746,UT,DS,1,0,0,,,18:49:39 06-Jun-2024,MB,B,44.6941,-140.9665,,,8,,401677586,-133
K311,264746,UT,DS,1,0,0,,,19:37:07 06-Jun-2024,MC,B,44.7082,-141.0032,44.7082,-141.0032,8,,401677591,-135
K311,264746,UT,DS,1,0,0,,,03:31:58 07-Jun-2024,A1,B,44.8005,-141.2418,44.8005,-141.2418,8,,401677582,-135
K311,264746,UT,DS,1,0,0,,,03:31:58 07-Jun-2024,NK,B,44.6762,-141.0547,44.6762,-141.0547,,,401677595,-132
K311,264746,UT,DS,1,0,0,,,07:01:51 07-Jun-2024,MC,B,44.7385,-141.2305,44.7385,-141.2305,8,,401677582,-122
K311,264746,UT,DS,1,0,1,,,14:08:43 07-Jun-2024,A1,B,44.8111,-141.3976,44.8111,-141.3976,8,,401677622,-135
K311,264746,UT,DS,1,0,0,,,14:08:43 07-Jun-2024,SR,B,44.7960,-141.3893,44.7960,-141.3893,8,,401677625,-122
K311,264746,UT,DS,1,0,1,,,04:36:59 08-Jun-2024,A1,B,44.9995,-142.0828,44.9995,-142.0828,,,401677652,-130
K311,264746,UT,DS,1,0,0,,,07:06:59 08-Jun-2024,NN,B,44.8131,-141.9615,44.8131,-141.9615,8,,401677619,-127
K311,264746,UT,DS,1,0,1,,,21:07:28 08-Jun-2024,NN,B,44.7867,-142.3920,44.7867,-142.3920,,,401677554,-120
K311,264746,UT,DS,1,0,1,,,21:07:28 08-Jun-2024,O3,B,44.7846,-142.3754,44.7846,-142.3754,,,401677554,-136
K311,264746,UT,DS,1,0,0,,,08:39:15 09-Jun-2024,NN,B,44.7777,-142.3781,44.7777,-142.3781,8,,401677550,-133
K311,264746,UT,DS,1,0,0,,,14:56:31 09-Jun-2024,A1,B,44.6929,-142.9613,44.6929,-142.9613,8,,401677628,-137
K311,264746,UT,DS,1,0,0,,,15:43:51 09-Jun-2024,CS,B,44.7601,-143.2662,44.7601,-143.2662,8,,401677543,-137
K311,264746,UT,DS,1,0,1,,,23:40:51 09-Jun-2024,O3,B,45.0152,-143.9838,45.0152,-143.9838,8,,401677489,-134
K311,264746,UT,DS,1,0,1,,,06:54:52 10-Jun-2024,MB,B,45.1383,-143.8035,45.1383,-143.8035,7,,401677598,-134
K311,264746,UT,DS,1,0,0,,,17:54:41 10-Jun-2024,NP,B,45.2249,-144.2800,45.2249,-144.2800,8,,401677620,-138
K311,264746,UT,DS,1,0,0,,,13:39:47 11-Jun-2024,SR,B,45.2775,-144.7898,45.2775,-144.7898,,,401677565,-127
K311,264746,UT,DS,1,0,1,,,14:44:37 12-Jun-2024,SR,,,,,,,,401650000,-140
K311,264746,UT,DS,1,0,0,,,17:38:39 14-Jun-2024,NK,,,,,,,,401650000,-135
K311,264746,UT,DS,1,0,0,,,05:17:38 15-Jun-2024,SR,,,,,,,,401650000,-128
K311,264746,UT,DS,1,0,0,,,08:57:18 15-Jun-2024,NN,,,,,,,,401650000,-132
