DeployID,Ptt,DepthSensor,Source,Instr,Date,Duration,Time Offset,Count,LocationQuality,Latitude,Longitude,BadTherm,NumBins,Partial,Depth1,Depth1Error,MinTemp1,MaxTemp1,%Ox1,Discont1,Depth2,Depth2Error,MinTemp2,MaxTemp2,%Ox2,Discont2,Depth3,Depth3Error,MinTemp3,MaxTemp3,%Ox3,Discont3,Depth4,Depth4Error,MinTemp4,MaxTemp4,%Ox4,Discont4,Depth5,Depth5Error,MinTemp5,MaxTemp5,%Ox5,Discont5,Depth6,Depth6Error,MinTemp6,MaxTemp6,%Ox6,Discont6,Depth7,Depth7Error,MinTemp7,MaxTemp7,%Ox7,Discont7,Depth8,Depth8Error,MinTemp8,MaxTemp8,%Ox8,Discont8,Depth9,Depth9Error,MinTemp9,MaxTemp9,%Ox9,Discont9,Depth10,Depth10Error,MinTemp10,MaxTemp10,%Ox10,Discont10,Depth11,Depth11Error,MinTemp11,MaxTemp11,%Ox11,Discont11,Depth12,Depth12Error,MinTemp12,MaxTemp12,%Ox12,Discont12,Depth13,Depth13Error,MinTemp13,MaxTemp13,%Ox13,Discont13,Depth14,Depth14Error,MinTemp14,MaxTemp14,%Ox14,Discont14,Depth15,Depth15Error,MinTemp15,MaxTemp15,%Ox15,Discont15,Depth16,Depth16Error,MinTemp16,MaxTemp16,%Ox16,Discont16,Depth17,Depth17Error,MinTemp17,MaxTemp17,%Ox17,Discont17,Depth18,Depth18Error,MinTemp18,MaxTemp18,%Ox18,Discont18,Depth19,Depth19Error,MinTemp19,MaxTemp19,%Ox19,Discont19,Depth20,Depth20Error,MinTemp20,MaxTemp20,%Ox20,Discont20,Depth21,Depth21Error,MinTemp21,MaxTemp21,%Ox21,Discont21,Depth22,Depth22Error,MinTemp22,MaxTemp22,%Ox22,Discont22,Depth23,Depth23Error,MinTemp23,MaxTemp23,%Ox23,Discont23,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,05:36:00 22-May-2024,16.7,1.00,2,,,, ,17,,0.00,0.00,0.975,1.025,,,5.00,0.00,0.975,1.025,,,10.00,0.00,0.975,1.025,,,15.00,0.00,0.975,1.025,,,20.00,0.00,0.975,1.025,,,25.00,0.00,0.925,0.975,,,30.00,0.00,0.925,0.975,,,35.00,0.00,0.975,1.025,,,40.00,0.00,1.075,1.125,,,45.00,0.00,1.125,1.175,,,50.00,0.00,1.175,1.225,,,55.00,0.00,1.225,1.275,,,60.00,0.00,1.325,1.375,,,65.00,0.00,1.225,1.275,,,70.00,0.00,1.175,1.225,,,75.00,0.00,1.325,1.375,,,80.00,0.00,1.375,1.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,10:04:00 23-May-2024,16.7,1.00,1,,,, ,15,,0.00,0.00,2.825,2.875,,,5.00,0.00,2.825,2.875,,,10.00,0.00,2.825,2.875,,,15.00,0.00,2.825,2.875,,,20.00,0.00,2.825,2.875,,,25.00,0.00,2.825,2.875,,,30.00,0.00,2.825,2.875,,,35.00,0.00,2.775,2.825,,,40.00,0.00,2.725,2.775,,,45.00,0.00,2.725,2.775,,,50.00,0.00,2.725,2.775,,,55.00,0.00,2.675,2.725,,,60.00,0.00,2.575,2.625,,,65.00,0.00,2.525,2.575,,,70.00,0.00,2.525,2.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,23:20:00 23-May-2024,16.7,1.00,2,,,, ,12,,0.00,0.00,2.875,2.925,,,5.00,0.00,2.875,2.925,,,10.00,0.00,2.875,2.925,,,15.00,0.00,2.875,2.925,,,20.00,0.00,2.875,2.925,,,25.00,0.00,2.875,2.925,,,30.00,0.00,2.875,2.925,,,35.00,0.00,2.875,2.925,,,40.00,0.00,2.875,2.925,,,45.00,0.00,2.875,2.925,,,50.00,0.00,2.875,2.925,,,55.00,0.00,2.875,2.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,00:18:00 24-May-2024,16.7,1.00,4,,,, ,20,,0.00,0.00,2.875,2.925,,,5.00,0.00,2.875,2.925,,,10.00,0.00,2.875,2.925,,,15.00,0.00,2.875,2.925,,,20.00,0.00,2.875,2.925,,,25.00,0.00,2.875,2.925,,,30.00,0.00,2.875,2.925,,,35.00,0.00,2.875,2.925,,,40.00,0.00,2.875,2.925,,,45.00,0.00,2.875,2.925,,,50.00,0.00,2.875,2.925,,,55.00,0.00,2.875,2.925,,,60.00,0.00,2.875,2.925,,,65.00,0.00,2.875,2.925,,,70.00,0.00,2.875,2.925,,,75.00,0.00,2.875,2.925,,,80.00,0.00,2.825,2.875,,,85.00,0.00,2.825,2.875,,,90.00,0.00,2.725,2.775,,,95.00,0.00,2.725,2.775,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,02:04:00 24-May-2024,1.7,1.00,7,,,, ,18,,0.00,0.00,2.925,2.975,,,5.00,0.00,2.925,2.975,,,10.00,0.00,2.925,2.975,,,15.00,0.00,2.875,2.925,,,20.00,0.00,2.875,2.925,,,25.00,1.00,2.875,2.925,,,30.00,1.00,2.875,2.925,,,35.00,0.00,2.875,2.925,,,40.00,1.00,2.875,2.925,,,45.00,0.00,2.875,2.925,,,50.00,0.00,2.875,2.925,,,55.00,0.00,2.875,2.925,,,60.00,0.00,2.875,2.925,,,65.00,0.00,2.875,2.925,,,70.00,0.00,2.875,2.925,,,75.00,0.00,2.825,2.875,,,80.00,0.00,2.825,2.875,,,85.00,1.00,2.825,2.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,14:54:00 24-May-2024,16.7,1.00,1,,,, ,17,,0.00,0.00,2.875,2.925,,,5.00,0.00,2.875,2.925,,,10.00,0.00,2.875,2.925,,,15.00,0.00,2.875,2.925,,,20.00,0.00,2.875,2.925,,,25.00,0.00,2.875,2.925,,,30.00,0.00,2.875,2.925,,,35.00,0.00,2.875,2.925,,,40.00,0.00,2.875,2.925,,,45.00,0.00,2.875,2.925,,,50.00,0.00,2.875,2.925,,,55.00,0.00,2.875,2.925,,,60.00,0.00,2.875,2.925,,,65.00,0.00,2.875,2.925,,,70.00,0.00,2.825,2.875,,,75.00,0.00,2.725,2.775,,,80.00,0.00,2.725,2.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,03:00:00 25-May-2024,1.7,1.00,2,,,, ,7,,0.00,0.00,2.925,2.975,,,5.00,0.00,2.975,3.025,,,10.00,0.00,2.925,2.975,,,15.00,0.00,2.925,2.975,,,20.00,0.00,2.925,2.975,,,25.00,0.00,2.925,2.975,,,30.00,0.00,2.925,2.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,20:13:00 25-May-2024,1.7,1.00,1,,,, ,12,,0.00,0.00,3.175,3.225,,,5.00,0.00,3.175,3.225,,,10.00,0.00,3.125,3.175,,,15.00,0.00,3.125,3.175,,,20.00,0.00,3.125,3.175,,,25.00,0.00,3.125,3.175,,,30.00,0.00,3.125,3.175,,,35.00,0.00,3.125,3.175,,,40.00,0.00,3.125,3.175,,,45.00,0.00,3.125,3.175,,,50.00,0.00,3.125,3.175,,,55.00,0.00,3.075,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,21:49:00 26-May-2024,16.7,1.00,2,,,, ,1,,85.00,0.00,2.825,2.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,22:15:00 26-May-2024,16.7,1.00,1,,,, ,11,,0.00,1.00,3.075,3.125,,,5.00,0.00,3.025,3.075,,,10.00,0.00,2.975,3.025,,,15.00,0.00,2.975,3.025,,,20.00,0.00,2.925,2.975,,,25.00,0.00,2.925,2.975,,,30.00,0.00,2.925,2.975,,,35.00,0.00,2.925,2.975,,,40.00,0.00,2.925,2.975,,,45.00,0.00,2.875,2.925,,,50.00,0.00,2.875,2.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,00:29:00 27-May-2024,16.7,1.00,1,,,, ,17,,0.00,0.00,3.175,3.225,,,5.00,0.00,3.175,3.225,,,10.00,0.00,3.125,3.175,,,15.00,0.00,3.025,3.075,,,20.00,0.00,3.075,3.125,,,25.00,0.00,3.025,3.075,,,30.00,0.00,2.975,3.025,,,35.00,0.00,2.975,3.025,,,40.00,0.00,2.975,3.025,,,45.00,0.00,2.975,3.025,,,50.00,0.00,2.925,2.975,,,55.00,0.00,2.925,2.975,,,60.00,0.00,2.925,2.975,,,65.00,0.00,2.725,2.775,,,70.00,0.00,2.625,2.675,,,75.00,0.00,2.575,2.625,,,80.00,0.00,2.625,2.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,11:53:00 27-May-2024,1.7,0.00,2,,,, ,9,,0.00,0.00,3.125,3.175,,,5.00,0.00,3.175,3.225,,,10.00,0.00,3.175,3.225,,,15.00,0.00,3.175,3.225,,,20.00,0.00,3.125,3.175,,,25.00,0.00,2.975,3.025,,,30.00,0.00,2.975,3.025,,,35.00,0.00,2.975,3.025,,,40.00,0.00,2.925,2.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,13:56:00 27-May-2024,16.7,0.00,2,,,, ,13,,0.00,1.00,3.075,3.125,,,5.00,0.00,3.075,3.125,,,10.00,0.00,3.075,3.125,,,15.00,0.00,3.075,3.125,,,20.00,0.00,3.075,3.125,,,25.00,0.00,3.075,3.125,,,30.00,0.00,3.025,3.075,,,35.00,0.00,2.925,2.975,,,40.00,0.00,2.925,2.975,,,45.00,0.00,2.925,2.975,,,50.00,0.00,2.925,2.975,,,55.00,0.00,2.925,2.975,,,60.00,0.00,2.875,2.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,14:32:00 27-May-2024,16.7,0.00,2,,,, ,17,,0.00,1.00,3.125,3.175,,,5.00,0.00,3.125,3.175,,,10.00,0.00,3.125,3.175,,,15.00,0.00,3.125,3.175,,,20.00,0.00,3.125,3.175,,,25.00,0.00,3.125,3.175,,,30.00,0.00,3.025,3.075,,,35.00,0.00,2.975,3.025,,,40.00,0.00,2.975,3.025,,,45.00,0.00,2.925,2.975,,,50.00,0.00,2.875,2.925,,,55.00,0.00,2.875,2.925,,,60.00,0.00,2.825,2.875,,,65.00,0.00,2.825,2.875,,,70.00,0.00,2.825,2.875,,,75.00,0.00,2.825,2.875,,,80.00,1.00,2.825,2.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,02:51:00 28-May-2024,16.7,0.00,3,,,, ,21,,0.00,0.00,3.325,3.375,,,5.00,0.00,3.275,3.325,,,10.00,0.00,3.275,3.325,,,15.00,0.00,3.275,3.325,,,20.00,0.00,3.225,3.275,,,25.00,0.00,3.225,3.275,,,30.00,0.00,3.175,3.225,,,35.00,0.00,3.125,3.175,,,40.00,0.00,2.975,3.025,,,45.00,0.00,2.975,3.025,,,50.00,0.00,2.975,3.025,,,55.00,0.00,2.975,3.025,,,60.00,0.00,2.925,2.975,,,65.00,0.00,2.975,3.025,,,70.00,0.00,2.975,3.025,,,75.00,0.00,2.925,2.975,,,80.00,0.00,2.925,2.975,,,85.00,0.00,2.875,2.925,,,90.00,0.00,2.725,2.775,,,95.00,0.00,2.725,2.775,,,100.00,0.00,2.725,2.775,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,04:22:00 28-May-2024,1.7,0.00,1,,,, ,4,,0.00,0.00,3.275,3.325,,,5.00,0.00,3.275,3.325,,,10.00,0.00,3.225,3.275,,,15.00,0.00,3.225,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,08:06:00 29-May-2024,1.7,0.00,1,,,, ,2,,85.00,0.00,2.725,2.775,,,90.00,0.00,2.675,2.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,22:11:00 29-May-2024,16.7,0.00,2,,,, ,3,,85.00,0.00,2.575,2.625,,,90.00,0.00,2.525,2.575,,,95.00,0.00,2.525,2.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,09:04:00 30-May-2024,16.7,0.00,2,,,, ,1,,85.00,0.00,2.575,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,10:12:00 30-May-2024,1.7,0.00,1,,,, ,11,,0.00,0.00,3.425,3.475,,,5.00,0.00,3.425,3.475,,,10.00,0.00,3.425,3.475,,,15.00,0.00,3.425,3.475,,,20.00,0.00,3.425,3.475,,,25.00,0.00,3.325,3.375,,,30.00,0.00,3.275,3.325,,,35.00,0.00,3.275,3.325,,,40.00,0.00,3.225,3.275,,,45.00,0.00,2.825,2.875,,,50.00,1.00,2.825,2.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,12:06:00 30-May-2024,1.7,0.00,2,,,, ,5,,0.00,0.00,3.525,3.575,,,5.00,0.00,3.525,3.575,,,10.00,0.00,3.525,3.575,,,15.00,0.00,3.525,3.575,,,20.00,0.00,3.475,3.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,01:25:00 31-May-2024,16.7,0.00,1,,,, ,4,,85.00,1.00,2.825,2.875,,,90.00,0.00,2.775,2.825,,,95.00,0.00,2.675,2.725,,,100.00,0.00,2.675,2.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,13:54:00 31-May-2024,16.7,0.00,1,,,, ,11,,0.00,0.00,3.275,3.325,,,5.00,0.00,3.275,3.325,,,10.00,0.00,3.275,3.325,,,15.00,0.00,3.275,3.325,,,20.00,0.00,3.275,3.325,,,25.00,0.00,3.275,3.325,,,30.00,0.00,3.275,3.325,,,35.00,0.00,3.275,3.325,,,40.00,0.00,3.275,3.325,,,45.00,0.00,3.225,3.275,,,50.00,0.00,3.125,3.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,14:21:00 31-May-2024,16.7,0.00,1,,,, ,4,,85.00,0.00,2.625,2.675,,,90.00,0.00,2.625,2.675,,,95.00,0.00,2.625,2.675,,,100.00,0.00,2.675,2.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,16:30:00 31-May-2024,1.7,0.00,2,,,, ,21,,0.00,1.00,3.225,3.275,,,5.00,0.00,3.225,3.275,,,10.00,0.00,3.225,3.275,,,15.00,0.00,3.225,3.275,,,20.00,0.00,3.225,3.275,,,25.00,0.00,3.225,3.275,,,30.00,0.00,3.225,3.275,,,35.00,1.00,3.225,3.275,,,40.00,0.00,3.225,3.275,,,45.00,1.00,3.225,3.275,,,50.00,0.00,3.175,3.225,,,55.00,0.00,2.975,3.025,,,60.00,0.00,2.875,2.925,,,65.00,0.00,2.825,2.875,,,70.00,0.00,2.825,2.875,,,75.00,0.00,2.775,2.825,,,80.00,0.00,2.775,2.825,,,85.00,0.00,2.675,2.725,,,90.00,0.00,2.675,2.725,,,95.00,0.00,2.625,2.675,,,100.00,0.00,2.625,2.675,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,03:01:00 01-Jun-2024,16.7,0.00,2,,,, ,21,,0.00,0.00,3.225,3.275,,,5.00,0.00,3.225,3.275,,,10.00,0.00,3.225,3.275,,,15.00,0.00,3.275,3.325,,,20.00,0.00,3.275,3.325,,,25.00,0.00,3.225,3.275,,,30.00,0.00,3.225,3.275,,,35.00,0.00,3.225,3.275,,,40.00,0.00,3.225,3.275,,,45.00,0.00,3.225,3.275,,,50.00,0.00,3.225,3.275,,,55.00,0.00,3.225,3.275,,,60.00,0.00,3.225,3.275,,,65.00,0.00,3.175,3.225,,,70.00,0.00,2.875,2.925,,,75.00,0.00,2.825,2.875,,,80.00,0.00,2.775,2.825,,,85.00,0.00,2.775,2.825,,,90.00,0.00,2.775,2.825,,,95.00,0.00,2.675,2.725,,,100.00,0.00,2.725,2.775,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,05:54:00 01-Jun-2024,16.7,0.00,4,,,, ,5,,85.00,0.00,2.825,2.875,,,90.00,0.00,2.775,2.825,,,95.00,0.00,2.775,2.825,,,100.00,0.00,2.775,2.825,,,125.00,0.00,2.725,2.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,06:18:00 01-Jun-2024,16.7,0.00,4,,,, ,21,,0.00,0.00,3.225,3.275,,,5.00,0.00,3.225,3.275,,,10.00,0.00,3.225,3.275,,,15.00,0.00,3.225,3.275,,,20.00,0.00,3.225,3.275,,,25.00,0.00,3.225,3.275,,,30.00,0.00,3.225,3.275,,,35.00,0.00,3.175,3.225,,,40.00,0.00,3.175,3.225,,,45.00,0.00,3.175,3.225,,,50.00,0.00,3.025,3.075,,,55.00,0.00,3.025,3.075,,,60.00,0.00,2.875,2.925,,,65.00,0.00,2.625,2.675,,,70.00,0.00,2.625,2.675,,,75.00,0.00,2.725,2.775,,,80.00,0.00,2.775,2.825,,,85.00,0.00,2.775,2.825,,,90.00,0.00,2.775,2.825,,,95.00,0.00,2.775,2.825,,,100.00,0.00,2.775,2.825,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,17:19:00 01-Jun-2024,16.7,0.00,4,,,, ,22,,0.00,0.00,3.225,3.275,,,5.00,0.00,3.225,3.275,,,10.00,0.00,3.225,3.275,,,15.00,0.00,3.225,3.275,,,20.00,0.00,3.225,3.275,,,25.00,0.00,3.225,3.275,,,30.00,0.00,3.225,3.275,,,35.00,0.00,3.225,3.275,,,40.00,1.00,3.225,3.275,,,45.00,0.00,3.225,3.275,,,50.00,0.00,3.225,3.275,,,55.00,0.00,3.225,3.275,,,60.00,0.00,3.125,3.175,,,65.00,0.00,2.975,3.025,,,70.00,0.00,2.825,2.875,,,75.00,0.00,2.825,2.875,,,80.00,0.00,2.775,2.825,,,85.00,0.00,2.775,2.825,,,90.00,0.00,2.775,2.825,,,95.00,0.00,2.775,2.825,,,100.00,0.00,2.775,2.825,,,125.00,1.00,2.725,2.775,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,18:02:00 01-Jun-2024,16.7,0.00,5,,,, ,22,,0.00,0.00,3.225,3.275,,,5.00,1.00,3.225,3.275,,,10.00,0.00,3.225,3.275,,,15.00,0.00,3.225,3.275,,,20.00,0.00,3.225,3.275,,,25.00,0.00,3.225,3.275,,,30.00,1.00,3.225,3.275,,,35.00,0.00,3.225,3.275,,,40.00,0.00,3.225,3.275,,,45.00,0.00,3.225,3.275,,,50.00,0.00,3.225,3.275,,,55.00,0.00,3.225,3.275,,,60.00,0.00,3.225,3.275,,,65.00,0.00,3.175,3.225,,,70.00,0.00,2.925,2.975,,,75.00,0.00,2.775,2.825,,,80.00,0.00,2.725,2.775,,,85.00,0.00,2.675,2.725,,,90.00,0.00,2.675,2.725,,,95.00,0.00,2.675,2.725,,,100.00,0.00,2.725,2.775,,,125.00,2.00,2.625,2.675,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,20:14:00 01-Jun-2024,16.7,0.00,4,,,, ,22,,0.00,1.00,3.225,3.275,,,5.00,0.00,3.225,3.275,,,10.00,0.00,3.225,3.275,,,15.00,0.00,3.225,3.275,,,20.00,1.00,3.225,3.275,,,25.00,0.00,3.225,3.275,,,30.00,0.00,3.225,3.275,,,35.00,0.00,3.225,3.275,,,40.00,0.00,3.225,3.275,,,45.00,0.00,3.175,3.225,,,50.00,0.00,3.225,3.275,,,55.00,0.00,3.225,3.275,,,60.00,0.00,3.175,3.225,,,65.00,0.00,3.175,3.225,,,70.00,0.00,3.175,3.225,,,75.00,0.00,3.075,3.125,,,80.00,0.00,2.925,2.975,,,85.00,0.00,2.825,2.875,,,90.00,0.00,2.725,2.775,,,95.00,0.00,2.675,2.725,,,100.00,0.00,2.625,2.675,,,125.00,0.00,2.475,2.525,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,07:43:00 02-Jun-2024,16.7,0.00,3,,,, ,22,,0.00,1.00,3.225,3.275,,,5.00,0.00,3.225,3.275,,,10.00,1.00,3.225,3.275,,,15.00,0.00,3.225,3.275,,,20.00,0.00,3.225,3.275,,,25.00,0.00,3.225,3.275,,,30.00,0.00,3.225,3.275,,,35.00,0.00,3.225,3.275,,,40.00,0.00,3.225,3.275,,,45.00,0.00,3.225,3.275,,,50.00,0.00,3.225,3.275,,,55.00,0.00,3.225,3.275,,,60.00,1.00,3.175,3.225,,,65.00,0.00,3.175,3.225,,,70.00,0.00,3.125,3.175,,,75.00,0.00,3.075,3.125,,,80.00,0.00,3.025,3.075,,,85.00,0.00,2.675,2.725,,,90.00,0.00,2.675,2.725,,,95.00,0.00,2.675,2.725,,,100.00,0.00,2.675,2.725,,,125.00,0.00,2.625,2.675,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,21:00:00 02-Jun-2024,16.7,0.00,4,,,, ,21,,0.00,1.00,3.225,3.275,,,5.00,0.00,3.225,3.275,,,10.00,0.00,3.225,3.275,,,15.00,1.00,3.225,3.275,,,20.00,0.00,3.225,3.275,,,25.00,1.00,3.225,3.275,,,30.00,0.00,3.225,3.275,,,35.00,0.00,3.225,3.275,,,40.00,0.00,3.225,3.275,,,45.00,0.00,3.225,3.275,,,50.00,0.00,3.225,3.275,,,55.00,0.00,3.225,3.275,,,60.00,0.00,3.225,3.275,,,65.00,0.00,3.175,3.225,,,70.00,0.00,3.175,3.225,,,75.00,0.00,2.875,2.925,,,80.00,0.00,2.925,2.975,,,85.00,0.00,2.675,2.725,,,90.00,0.00,2.625,2.675,,,95.00,0.00,2.625,2.675,,,100.00,0.00,2.575,2.625,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,22:02:00 02-Jun-2024,16.7,0.00,7,,,, ,22,,0.00,0.00,3.225,3.275,,,5.00,0.00,3.175,3.225,,,10.00,0.00,3.175,3.225,,,15.00,0.00,3.175,3.225,,,20.00,0.00,3.175,3.225,,,25.00,0.00,3.175,3.225,,,30.00,0.00,3.175,3.225,,,35.00,0.00,3.175,3.225,,,40.00,0.00,3.175,3.225,,,45.00,0.00,3.175,3.225,,,50.00,0.00,3.175,3.225,,,55.00,0.00,3.175,3.225,,,60.00,0.00,3.175,3.225,,,65.00,0.00,3.125,3.175,,,70.00,0.00,3.125,3.175,,,75.00,0.00,3.125,3.175,,,80.00,0.00,3.025,3.075,,,85.00,1.00,2.975,3.025,,,90.00,0.00,2.875,2.925,,,95.00,0.00,2.775,2.825,,,100.00,0.00,2.675,2.725,,,125.00,0.00,2.525,2.575,,,,,,,,,,,,,
HF2024_1006_22U3194,264706,0.500000,Transmission,UT,00:01:00 03-Jun-2024,16.7,0.00,3,,,, ,21,,0.00,1.00,3.225,3.275,,,5.00,0.00,3.225,3.275,,,10.00,0.00,3.225,3.275,,,15.00,0.00,3.225,3.275,,,20.00,0.00,3.225,3.275,,,25.00,0.00,3.225,3.275,,,30.00,0.00,3.225,3.275,,,35.00,0.00,3.175,3.225,,,40.00,0.00,3.175,3.225,,,45.00,1.00,3.175,3.225,,,50.00,0.00,3.125,3.175,,,55.00,0.00,3.075,3.125,,,60.00,0.00,2.825,2.875,,,65.00,0.00,2.675,2.725,,,70.00,0.00,2.625,2.675,,,75.00,0.00,2.575,2.625,,,80.00,0.00,2.525,2.575,,,85.00,0.00,2.525,2.575,,,90.00,0.00,2.525,2.575,,,95.00,0.00,2.525,2.575,,,100.00,0.00,2.575,2.625,,,,,,,,,,,,,,,,,,,
