Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,50CI,95CI,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
HF2024_1006_22U3194,21-May-2024,01:00:02,5,1.000000,,,0,8,61.23043,-177.05842,01:00:02 21-May-2024,Interpolated,61.23138,-177.06359,,,,,6.2,-1.3,,,,15,14,23282,,,,2,18098,,,,10,25751,,,,8,7631,,,,23,15248,,,,21,8757,,,,27,2902,,,,22,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,21-May-2024,02:45:00,3,1.000000,,,0,6,61.21515,-177.05986,02:45:00 21-May-2024,Interpolated,61.23309,-177.09816,,,,,1.9,-0.0,,,,15,17,25234,,,,2,18258,,,,3,31479,,,,14,9608,,,,22,10888,,,,8,8619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,21-May-2024,03:37:24,2,1.000000,,,0,4,61.22486,-177.09843,03:37:24 21-May-2024,Interpolated,61.22429,-177.12304,,,,,29.7,-0.2,,,,15,19,17597,,,,22,28793,,,,3,19582,,,,17,18332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,21-May-2024,04:32:23,5,1.000000,,,0,7,61.19051,-177.07862,04:32:23 21-May-2024,Interpolated,61.20469,-177.07130,,,,,3.7,0.4,,,,15,19,4478,,,,17,26366,,,,3,5914,,,,6,29894,,,,32,14810,,,,2,28363,,,,21,9528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,21-May-2024,05:00:07,3,1.000000,,,0,6,61.18779,-177.08390,05:00:07 21-May-2024,Interpolated,61.18794,-177.07505,,,,,6.1,-1.4,,,,15,12,25368,,,,17,29742,,,,28,2915,,,,19,9513,,,,31,20152,,,,25,11595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,21-May-2024,06:45:26,3,1.000000,,,0,5,61.14271,-177.09787,06:45:26 21-May-2024,Interpolated,61.14139,-177.09597,,1,,,1.5,0.2,,,,15,11,14357,,,,6,3312,,,,9,4200,,,,26,7035,,,,1,20898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,21-May-2024,08:45:52,2,1.000000,,,0,8,61.09580,-177.13607,08:45:52 21-May-2024,Interpolated,61.09857,-177.13418,,,,,13.3,-1.3,,,,15,29,12980,,,,5,5405,,,,20,5984,,,,11,7927,,,,30,15108,,,,9,23449,,,,7,31534,,,,6,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,21-May-2024,10:33:01,2,1.000000,,,0,8,61.04481,-177.19772,10:33:01 21-May-2024,Interpolated,61.03595,-177.20887,,,,,8.2,0.1,,,,15,13,13850,,,,5,23440,,,,18,11813,,,,20,4707,,,,7,21474,,,,27,20907,,,,15,26194,,,,8,4637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,21-May-2024,15:01:21,2,1.000000,,,0,4,60.92393,-177.38008,15:01:21 21-May-2024,Interpolated,60.92270,-177.36772,,,,,11.0,-0.0,,,,15,19,18428,,,,17,7670,,,,22,862,,,,32,23846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,21-May-2024,17:21:09,2,1.000000,,,0,7,60.84168,-177.46764,17:21:09 21-May-2024,Interpolated,60.86549,-177.46880,,,,,8.2,-0.6,,,,15,28,31592,,,,31,30080,,,,12,25616,,,,25,6256,,,,32,15246,,,,3,32257,,,,6,19068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,21-May-2024,18:12:26,2,1.000000,,,0,4,60.83181,-177.50066,18:12:26 21-May-2024,Interpolated,60.83823,-177.50229,,,,,0.3,-0.1,,,,15,28,25940,,,,29,8931,,,,31,32583,,,,1,7052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,22-May-2024,02:47:14,2,1.000000,,,0,5,60.58456,-177.86317,02:47:14 22-May-2024,Interpolated,60.63488,-177.78545,,,,,0.9,-0.2,,,,15,2,25953,,,,21,31779,,,,14,5495,,,,32,31055,,,,3,5886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,22-May-2024,05:33:37,3,1.000000,,,0,7,60.52113,-177.88968,05:33:37 22-May-2024,Interpolated,60.58187,-177.88261,,,,,13.2,-0.6,,,,15,6,16712,,,,3,12428,,,,12,16007,,,,25,22549,,,,4,28036,,,,11,5353,,,,28,8900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,22-May-2024,10:59:56,1,1.000000,,,0,4,60.43701,-178.06255,10:59:56 22-May-2024,Interpolated,60.41128,-178.04950,,,,,2.5,0.0,,,,15,18,29650,,,,5,21799,,,,15,29946,,,,13,20536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,23-May-2024,09:15:18,1,1.000000,,,0,4,59.84171,-178.78250,09:15:18 23-May-2024,Interpolated,59.82326,-178.74189,,,,,1.8,-1.6,,,,15,5,4802,,,,7,1056,,,,16,17771,,,,20,16684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,23-May-2024,12:02:16,3,1.000000,,,0,5,59.66795,-178.82404,12:02:16 23-May-2024,Interpolated,59.76701,-178.87070,,,,,5.9,-0.9,,,,15,15,28555,,,,23,4664,,,,8,5154,,,,30,9978,,,,7,15338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,23-May-2024,17:01:58,3,1.000000,,,0,5,59.66313,-178.97746,17:01:58 23-May-2024,Interpolated,59.69747,-178.99506,,1,,,2.2,-1.0,,,,15,12,20209,,,,25,12730,,,,11,25152,,,,29,18304,,,,28,8478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,23-May-2024,20:45:27,2,1.000000,,,0,4,59.58561,-179.05663,20:45:27 23-May-2024,Interpolated,59.59955,-179.05958,,,,,1.1,-1.2,,,,15,29,15866,,,,5,7951,,,,26,9753,,,,9,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,23-May-2024,22:42:51,7,1.000000,,,0,4,59.54487,-179.09808,22:42:51 23-May-2024,Interpolated,59.54266,-179.09982,,,,,0.2,-0.9,,,,15,27,28655,,,,30,9092,,,,13,14816,,,,7,29638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,23-May-2024,23:20:16,3,1.000000,,,0,5,59.51701,-179.15356,23:20:16 23-May-2024,Interpolated,59.53189,-179.11126,,,,,2.4,-0.9,,,,15,8,3245,,,,27,1267,,,,13,14998,,,,23,15701,,,,21,20822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,24-May-2024,02:04:05,2,1.000000,,,0,5,59.46684,-179.15596,02:04:05 24-May-2024,Interpolated,59.45273,-179.20001,,,,,4.6,-0.9,,,,15,22,6480,,,,17,24300,,,,14,1023,,,,2,15086,,,,32,20002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,24-May-2024,04:55:06,5,1.000000,,,0,6,59.34850,-179.29673,04:55:06 24-May-2024,Interpolated,59.36666,-179.29475,,,,,6.7,-0.6,,,,15,17,5608,,,,3,15851,,,,12,17326,,,,6,1985,,,,31,28714,,,,28,17741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,24-May-2024,06:49:21,1,1.000000,,,0,7,59.29265,-179.35538,06:49:21 24-May-2024,Interpolated,59.29860,-179.35143,,,,,17.1,-0.8,,,,15,11,24788,,,,4,16049,,,,9,8838,,,,6,32482,,,,20,15076,,,,19,31753,,,,7,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,24-May-2024,08:43:32,2,1.000000,,,0,5,59.24030,-179.41273,08:43:32 24-May-2024,Interpolated,59.24815,-179.38605,,,,,5.6,-0.9,,,,15,30,24376,,,,7,3296,,,,9,2426,,,,13,26994,,,,6,27458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,24-May-2024,17:01:26,1,1.000000,,,0,4,59.09664,-179.60589,17:01:26 24-May-2024,Interpolated,59.04860,-179.61132,,,,,0.4,-1.0,,,,15,11,12657,,,,12,24734,,,,24,13712,,,,29,23260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,26-May-2024,13:01:12,1,1.000000,,,0,4,58.56039,178.37688,13:01:12 26-May-2024,Interpolated,58.52797,178.42993,,,,,15.3,-0.9,,,,15,14,23080,,,,17,7737,,,,24,17386,,,,22,4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,26-May-2024,21:30:07,1,1.000000,,,0,4,,,,,,,,,,,,,,,,15,1,12079,,,,26,4033,,,,7,16633,,,,5,31390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,27-May-2024,00:30:44,4,1.000000,,,0,7,58.50700,177.85993,00:30:44 27-May-2024,Interpolated,58.44490,177.76072,,,,,8.9,0.3,,,,15,8,2882,,,,21,371,,,,32,21972,,,,27,3674,,,,14,14194,,,,23,3317,,,,22,9250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,27-May-2024,03:00:58,1,1.000000,,,0,8,58.48523,177.73178,03:00:58 27-May-2024,Interpolated,58.43069,177.56823,,,,,10.3,-0.0,,,,15,32,4341,,,,21,7188,,,,2,27317,,,,17,11324,,,,19,4248,,,,22,17545,,,,3,14928,,,,14,28497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,27-May-2024,10:39:07,2,,,,0,5,58.41122,177.30718,10:39:07 27-May-2024,Interpolated,58.41416,177.32190,,1,,,0.6,0.2,,,,15,5,25084,,,,13,14448,,,,30,2224,,,,22,28961,,,,7,13464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,27-May-2024,11:53:28,2,,,,0,7,58.40085,177.27318,11:53:28 27-May-2024,Interpolated,58.40703,177.27885,,,,,4.4,-1.6,,,,15,15,14258,,,,23,75,,,,30,24591,,,,5,32358,,,,14,3082,,,,22,15277,,,,8,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,27-May-2024,13:56:48,2,,,,0,7,58.38215,177.21984,13:56:48 27-May-2024,Interpolated,58.38227,177.16837,,,,,3.4,-0.5,,,,15,17,15367,,,,22,17636,,,,10,17982,,,,2,12016,,,,14,30506,,,,23,17429,,,,32,4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,27-May-2024,15:01:55,1,,,,0,5,58.36489,177.05030,15:01:55 27-May-2024,Interpolated,58.36969,177.13457,,,,,1.3,0.3,,,,15,10,5592,,,,32,29068,,,,25,12980,,,,12,23783,,,,2,30982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,27-May-2024,16:43:08,3,,,,0,6,58.35518,177.08253,16:43:08 27-May-2024,Interpolated,58.35228,177.08556,,,,,5.1,0.0,,,,15,31,19064,,,,28,11173,,,,32,23131,,,,3,24450,,,,12,11748,,,,29,23869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,27-May-2024,18:40:35,2,,,,0,7,58.31266,176.99532,18:40:35 27-May-2024,Interpolated,58.31946,177.01118,,1,,,5.9,-0.3,,,,15,4,1617,,,,29,24830,,,,11,1082,,,,31,12136,,,,28,4248,,,,26,16855,,,,1,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,28-May-2024,06:59:04,1,,,,0,5,58.10907,176.66034,06:59:04 28-May-2024,Interpolated,58.03682,176.72300,,1,,,26.8,-1.2,,,,15,20,29477,,,,11,11125,,,,6,23188,,,,26,30006,,,,1,11926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,28-May-2024,18:05:19,1,,,,0,5,57.81656,176.36522,18:05:19 28-May-2024,Interpolated,57.86556,176.35992,,1,,,12.4,-0.8,,,,15,1,10980,,,,31,17223,,,,28,28539,,,,26,20019,,,,25,29400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,29-May-2024,07:31:52,1,,,,0,4,57.71848,176.00145,07:31:52 29-May-2024,Interpolated,57.63754,175.89432,,,,,4.1,-0.2,,,,15,9,24436,,,,29,12085,,,,7,10022,,,,1,23876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,29-May-2024,08:07:32,2,,,,0,4,57.70898,175.98567,08:07:32 29-May-2024,Interpolated,57.62642,175.87025,,,,,3.8,-0.6,,,,15,5,14083,,,,29,30779,,,,16,2023,,,,20,22503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,29-May-2024,20:03:58,3,,,,0,8,57.51552,175.76949,20:03:58 29-May-2024,Interpolated,57.51772,175.67045,,1,,,14.5,-1.5,,,,15,26,7655,,,,31,28621,,,,16,15930,,,,1,3668,,,,5,8692,,,,4,6255,,,,9,30414,,,,20,4083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,29-May-2024,21:41:40,1,,,,0,4,57.49073,175.62886,21:41:40 29-May-2024,Interpolated,57.48792,175.62418,,,,,2.7,-0.9,,,,15,27,10718,,,,7,8372,,,,16,3125,,,,8,7414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,30-May-2024,01:04:57,2,,,,0,6,57.43596,175.59453,01:04:57 30-May-2024,Interpolated,57.43454,175.54255,,,,,9.0,0.3,,,,15,32,16344,,,,2,29580,,,,8,4215,,,,3,7140,,,,21,11836,,,,10,7989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,30-May-2024,12:06:42,4,,,,0,6,57.28267,175.34179,12:06:42 30-May-2024,Interpolated,57.25160,175.35367,,,,,9.5,-0.5,,,,15,24,25342,,,,23,5702,,,,15,28859,,,,22,2533,,,,13,17254,,,,14,7767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,30-May-2024,17:07:22,1,,,,0,8,57.22960,175.20799,17:07:22 30-May-2024,Interpolated,57.22587,175.18731,,1,,,5.3,-0.9,,,,15,31,1405,,,,25,14700,,,,32,22830,,,,6,18624,,,,29,6722,,,,28,32213,,,,12,18746,,,,1,7041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,30-May-2024,19:08:06,3,,,,0,8,57.18695,175.16123,19:08:06 30-May-2024,Interpolated,57.20750,175.15022,,1,,,4.5,-1.5,,,,15,1,27017,,,,28,29887,,,,31,4170,,,,29,10245,,,,26,29460,,,,18,8533,,,,5,6992,,,,25,20281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,30-May-2024,21:00:49,1,,,,0,4,57.15882,175.11242,21:00:49 30-May-2024,Interpolated,57.15394,175.11204,,,,,17.5,-0.9,,,,15,16,4702,,,,27,12163,,,,5,6957,,,,7,32548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,30-May-2024,22:53:55,4,,,,0,8,57.11464,175.11254,22:53:55 30-May-2024,Interpolated,57.11913,175.10141,,1,,,18.7,0.2,,,,15,8,8819,,,,21,22080,,,,7,17110,,,,16,28953,,,,10,20192,,,,30,17487,,,,13,27336,,,,27,14919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,30-May-2024,23:10:58,1,,,,0,4,57.11083,175.11135,23:10:58 30-May-2024,Interpolated,57.11438,175.10516,,,,,0.6,-0.8,,,,15,8,20776,,,,10,8103,,,,21,2618,,,,16,4494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,31-May-2024,08:49:54,3,,,,0,5,57.03601,175.12868,08:49:54 31-May-2024,Interpolated,57.04096,175.13025,,,,,11.9,-0.3,,,,15,13,2222,,,,5,5368,,,,30,21462,,,,20,32014,,,,11,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,31-May-2024,13:54:13,1,,,,0,8,56.98872,175.09545,13:54:13 31-May-2024,Interpolated,56.99724,175.07577,,,,,10.8,-1.6,,,,15,24,18190,,,,10,27467,,,,32,2864,,,,19,14618,,,,22,20214,,,,17,29463,,,,14,20102,,,,12,25731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,31-May-2024,14:00:07,2,,,,0,6,56.99604,175.07538,14:00:07 31-May-2024,Interpolated,56.99488,175.07567,,,,,11.2,-1.1,,,,15,10,26532,,,,32,29242,,,,23,13262,,,,24,16187,,,,12,18582,,,,15,19905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,31-May-2024,22:34:46,3,,,,0,7,56.92222,175.03142,22:34:46 31-May-2024,Interpolated,56.90676,175.12727,,1,,,5.8,0.1,,,,15,8,25013,,,,27,10252,,,,7,11324,,,,16,7360,,,,10,29188,,,,21,12529,,,,23,18376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,01-Jun-2024,02:04:27,4,,,,0,8,56.82907,175.19223,02:04:27 01-Jun-2024,Interpolated,56.84756,175.20681,,,,,15.6,-0.2,,,,15,21,5670,,,,2,7162,,,,3,23146,,,,14,26724,,,,22,9892,,,,17,27955,,,,8,3714,,,,32,25265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,01-Jun-2024,03:01:25,5,,,,0,8,56.81006,175.20483,03:01:25 01-Jun-2024,Interpolated,56.82722,175.22428,,,,,8.2,-0.0,,,,15,19,5035,,,,22,2752,,,,17,2755,,,,3,25496,,,,14,23374,,,,32,5387,,,,2,7642,,,,21,24417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,01-Jun-2024,05:54:22,2,,,,0,6,56.75364,175.24450,05:54:22 01-Jun-2024,Interpolated,56.74882,175.25720,,,,,8.8,0.3,,,,15,11,6839,,,,9,25209,,,,6,490,,,,19,19276,,,,20,10450,,,,4,9345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,01-Jun-2024,07:02:21,3,,,,0,7,56.72557,175.25559,07:02:21 01-Jun-2024,Interpolated,56.71581,175.25905,,1,,,14.9,-0.5,,,,15,20,6267,,,,9,3826,,,,11,1307,,,,6,13958,,,,29,1584,,,,5,23733,,,,1,22026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,01-Jun-2024,14:33:11,3,,,,0,5,56.47935,175.29305,14:33:11 01-Jun-2024,Interpolated,56.49089,175.27981,,1,,,0.4,-0.9,,,,15,32,4167,,,,25,29796,,,,10,7812,,,,12,17459,,,,4,19736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,01-Jun-2024,16:24:37,3,,,,0,6,56.46673,175.32330,16:24:37 01-Jun-2024,Interpolated,56.45491,175.28320,,,,,16.0,-0.5,,,,15,32,3392,,,,12,612,,,,28,19750,,,,25,17504,,,,6,31680,,,,11,20711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,01-Jun-2024,18:02:23,1,,,,0,5,56.38399,175.29251,18:02:23 01-Jun-2024,Interpolated,56.42103,175.30126,,1,,,0.3,-1.6,,,,15,31,19578,,,,1,7373,,,,29,14453,,,,26,20249,,,,28,1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,01-Jun-2024,20:14:34,5,,,,0,6,56.36766,175.35710,20:14:34 01-Jun-2024,Interpolated,56.37225,175.35382,,1,,,3.3,-0.6,,,,15,27,11738,,,,1,8367,,,,26,29478,,,,16,13169,,,,31,15090,,,,9,30789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,01-Jun-2024,21:00:29,2,,,,0,4,56.34931,175.36280,21:00:29 01-Jun-2024,Interpolated,56.35324,175.38601,,,,,9.4,-0.2,,,,15,27,7443,,,,7,20414,,,,8,25758,,,,1,9295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,01-Jun-2024,22:56:46,1,,,,0,8,56.30955,175.48329,22:56:46 01-Jun-2024,Interpolated,56.32025,175.45731,,1,,,13.6,0.0,,,,15,7,3821,,,,21,6355,,,,27,8578,,,,8,146,,,,16,28608,,,,10,23831,,,,23,1004,,,,30,21889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,02-Jun-2024,00:54:42,3,,,,0,7,56.30749,175.46975,00:54:42 02-Jun-2024,Interpolated,56.30047,175.48324,,,,,7.2,-0.7,,,,15,22,17146,,,,14,15512,,,,32,18680,,,,10,26141,,,,2,31562,,,,17,4165,,,,3,26618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,02-Jun-2024,02:51:11,4,,,,0,8,56.29091,175.51170,02:51:11 02-Jun-2024,Interpolated,56.28738,175.50327,,,,,10.1,-0.0,,,,15,22,16936,,,,3,17281,,,,14,15888,,,,19,10711,,,,2,23492,,,,17,25575,,,,21,15724,,,,32,22743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,02-Jun-2024,04:49:45,1,,,,0,4,56.25274,175.53890,04:49:45 02-Jun-2024,Interpolated,56.25251,175.53462,,,,,18.9,0.1,,,,15,17,21027,,,,19,21114,,,,6,14808,,,,9,14867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,02-Jun-2024,07:43:46,3,,,,0,5,56.19543,175.61734,07:43:46 02-Jun-2024,Interpolated,56.19756,175.62235,,1,,,2.3,0.1,,,,15,5,22357,,,,11,8970,,,,29,787,,,,7,9341,,,,20,12152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,02-Jun-2024,14:43:12,1,,,,0,4,56.06542,175.83572,14:43:12 02-Jun-2024,Interpolated,56.05348,175.82256,,,,,13.7,0.0,,,,15,32,16596,,,,12,25382,,,,24,9169,,,,17,21784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,02-Jun-2024,16:45:10,2,,,,0,6,55.98752,175.82739,16:45:10 02-Jun-2024,Interpolated,56.02021,175.86260,,1,,,19.0,0.0,,,,15,31,6931,,,,32,17928,,,,1,14032,,,,12,10570,,,,25,18552,,,,28,29657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,02-Jun-2024,21:00:57,1,,,,0,7,55.97679,175.92277,21:00:57 02-Jun-2024,Interpolated,55.96863,175.90927,,3,,,26.0,-0.2,,,,15,27,3324,,,,1,14196,,,,7,13806,,,,26,5309,,,,29,20294,,,,18,32093,,,,16,32064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,02-Jun-2024,22:02:51,3,,,,0,7,55.95866,175.93672,22:02:51 02-Jun-2024,Interpolated,55.95439,175.92178,,2,,,7.5,0.2,,,,15,7,15614,,,,8,5021,,,,27,25358,,,,21,28981,,,,10,10012,,,,16,6257,,,,1,9420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,03-Jun-2024,00:01:05,1,,,,0,8,55.91964,175.95849,00:01:05 03-Jun-2024,Interpolated,55.92402,175.96332,,,,,4.1,0.2,,,,15,2,18967,,,,21,5793,,,,10,6779,,,,8,7399,,,,23,10616,,,,30,24377,,,,27,12540,,,,14,24731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1006_22U3194,03-Jun-2024,01:00:33,6,,,,0,8,55.90633,175.99830,01:00:33 03-Jun-2024,Interpolated,55.90485,175.98409,,,,,13.6,0.2,,,,15,2,4876,,,,21,1082,,,,14,14452,,,,10,19207,,,,32,32718,,,,8,1213,,,,27,9904,,,,22,29001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
