,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
160381,15-Jun-2017,04:16:26,2,23.000000,,,0,4,21.4811,-157.7668,16:54:34 15-Jun-2017,SR,21.5289,-157.6200,,,0.6,-0.6,,,,15,16,24584,,,,27,6113,,,,32,17300,,,,18,4158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,18-Jun-2017,20:00:05,1,23.000000,,,0,7,22.2920,-158.9054,20:00:28.4 18-Jun-2017,FastGPS,22.2920,-158.9054,,,2.6,0.4,,,,15,12,22115,,,44,17,20004,,,,25,21889,,,,2,2399,,,,20,10688,,,,24,13046,,,,29,13812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,22-Jun-2017,17:55:17,1,24.000000,,,0,6,23.3839,-161.4374,17:55:40.74 22-Jun-2017,FastGPS,23.3839,-161.4374,,,13.8,-0.3,,,,15,5,4860,,,43,12,10460,,,,24,2715,,,,19,19372,,,,20,22924,,,,28,27984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,28-Jun-2017,17:45:55,1,24.000000,,,0,7,23.3403,-162.5292,17:46:18.95 28-Jun-2017,FastGPS,23.3403,-162.5292,,,4.2,-0.0,,,,15,19,16996,,,43,24,23707,,,,15,26952,,,,5,940,,,,12,8748,,,,17,25500,,,,28,6474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,01-Jul-2017,16:45:23,1,24.000000,,,0,1,,,,,,,,,,,,,,15,24,23868,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,24-Jul-2017,02:31:52,2,26.000000,,,0,6,23.9230,-166.3732,02:32:18.69 24-Jul-2017,FastGPS,23.9230,-166.3732,,,4.5,0.7,,,,15,8,10632,,,37,10,26056,,,,18,21015,,,,22,19110,,,,26,20716,,,,1,8338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,25-Jul-2017,16:27:52,1,27.000000,,,0,8,23.9339,-166.3164,16:28:17.33 25-Jul-2017,FastGPS,23.9339,-166.3164,,,6.5,-1.7,,,,15,5,5736,,,,17,22333,,,,25,22060,,,,12,18843,,,,19,22320,,,,20,14762,,,,13,27638,,,,15,12278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,25-Jul-2017,18:05:31,1,27.000000,,,0,5,23.8986,-166.3436,18:05:57.82 25-Jul-2017,FastGPS,23.8986,-166.3436,,,6.8,-0.2,,,,15,29,674,,,41,15,16648,,,,13,1236,,,,2,2670,,,,6,17900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,10-Aug-2017,19:57:41,1,28.000000,,,0,4,23.8911,-165.9642,20:23:46 11-Aug-2017,MA,24.2140,-165.7293,,,1.8,-0.4,,,,15,31,30277,,,,21,32330,,,,29,20888,,,,32,14036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160381,20-Aug-2017,18:55:07,1,29.000000,,,0,4,23.8911,-165.9642,20:23:46 11-Aug-2017,MA,24.0992,-166.4596,,,0.2,0.2,,,,15,31,6340,,,,32,15296,,,,14,9073,,,,21,11704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
