DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
160381,160381,UT,Weak,13-May-2017,12:30:54,13-May-2017,12:31:14
160381,160381,UT,Strong,06-Jun-2017,04:43:20,06-Jun-2017,04:43:42
160381,160381,UT,Strong,17-Nov-2017,19:36:52,17-Nov-2017,19:37:29
