DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
160379,160379,UT,Weak,26-Oct-2016,21:18:11,26-Oct-2016,21:18:14
160379,160379,UT,Strong,04-Feb-2017,16:14:02,04-Feb-2017,16:14:12
160379,160379,UT,Strong,18-Nov-2017,19:16:22,18-Nov-2017,19:16:52
