,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
160379,28-Jan-2017,20:15:47,6,10.000000,,,0,8,,,,,,,,,,,,,,15,3,31040,,,,6,9725,,,,19,6292,,,,22,4418,,,,31,4498,,,,11,6538,,,,9,736,,,,1,27742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,29-Jan-2017,06:59:19,9,10.000000,,,0,8,,,,,,,,,,,,,,15,15,2388,,,,29,17190,,,,13,20055,,,,2,23698,,,,6,25294,,,,25,8208,,,,12,16078,,,,32,4014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,29-Jan-2017,11:10:02,4,10.000000,,,0,6,,,,,,,,,,,,,,15,25,2504,,,44,31,15717,,,,26,4580,,,,10,24780,,,,21,31720,,,,4,28160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,29-Jan-2017,12:15:41,2,10.000000,,,0,8,,,,,,,,,,,,,,15,21,6296,,,,31,21313,,,,20,11980,,,,4,2625,,,,18,5920,,,,25,26766,,,,26,6598,,,,10,3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,30-Jan-2017,15:32:00,4,10.000000,,,0,8,,,,,,,,,,,,,,15,32,26689,,,,14,9457,,,,11,26243,,,,1,14074,,,,10,2196,,,,3,15344,,,,8,7212,,,,16,22736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,31-Jan-2017,08:49:37,2,10.000000,,,0,8,,,,,,,,,,,,,,15,29,21988,,,,25,5700,,,,32,7698,,,,2,19484,,,,12,15878,,,,21,13960,,,,24,24620,,,,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,31-Jan-2017,13:56:22,2,10.000000,,,0,7,,,,,,,,,,,,,,15,18,3766,,,46,21,4659,,,,10,20406,,,,27,13382,,,,4,22798,,,,14,2390,,,,8,10330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,02-Feb-2017,04:22:31,3,10.000000,,,0,8,,,,,,,,,,,,,,15,5,7056,,,,17,11076,,,,12,29870,,,,20,5879,,,,24,1536,,,,28,5044,,,,19,29170,,,,13,30728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,02-Feb-2017,18:19:48,7,10.000000,,,0,7,,,,,,,,,,,,,,15,8,3351,,,42,1,9065,,,,3,13136,,,,9,22739,,,,23,27222,,,,17,28954,,,,22,7524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,03-Feb-2017,09:21:34,6,10.000000,,,0,8,,,,,,,,,,,,,,15,12,8040,,,,21,2394,,,,20,5696,,,,24,21077,,,,32,10916,,,,5,16162,,,,2,1368,,,,14,29810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,04-Feb-2017,07:10:58,6,10.000000,,,0,7,,,,,,,,,,,,,,15,2,13369,,,41,12,11320,,,,32,3461,,,,15,11431,,,,29,18258,,,,25,3678,,,,6,4570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,04-Feb-2017,16:14:03,3,10.000000,,,0,4,,,,,,,,,,,,,,15,32,6359,,,,16,14671,,,,31,14417,,,,14,13786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,05-Feb-2017,03:35:49,4,10.000000,,,0,7,,,,,,,,,,,,,,15,24,14535,,,42,17,860,,,,6,2298,,,,12,15366,,,,13,19656,,,,20,7036,,,,19,14314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,06-Feb-2017,04:12:14,3,10.000000,,,0,8,,,,,,,,,,,,,,15,15,21941,,,,19,7330,,,,24,27369,,,,6,2292,,,,30,22194,,,,17,10612,,,,5,182,,,,12,17688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,06-Feb-2017,17:39:25,3,10.000000,,,0,6,,,,,,,,,,,,,,15,23,6727,,,45,3,588,,,,22,11251,,,,1,3243,,,,8,22714,,,,14,10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,07-Feb-2017,16:01:34,1,10.000000,,,0,4,,,,,,,,,,,,,,15,31,31886,,,,8,32178,,,,11,9926,,,,10,23332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160379,08-Feb-2017,16:38:05,2,10.000000,,,0,4,,,,,,,,,,,,,,15,3,19784,,,,23,30894,,,,27,19054,,,,31,20417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
