DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
160379,160379,UT,DS,3,0,0,107,43,21:21:46 26-Oct-2016,NP,,,,,,,,401650000,-132
160379,160379,UT,DS,1,0,1,,,05:25:01 29-Jan-2017,SR,,,,,,,,401650000,-125
160379,160379,UT,DS,21,0,11,2197,1,05:25:02 29-Jan-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,0,,,08:13:16 29-Jan-2017,MA,,,,,,,,401650000,-131
160379,160379,UT,DS,21,0,13,697,64,15:01:52 29-Jan-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,0,,,17:09:19 29-Jan-2017,NK,,,,,,,,401650000,-133
160379,160379,UT,DS,1,0,1,,,17:32:54 29-Jan-2017,NN,,,,,,,,401650000,-128
160379,160379,UT,DS,21,0,5,8748,1,17:32:55 29-Jan-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,1,,,15:10:26 30-Jan-2017,NP,,,,,,,,401650000,-131
160379,160379,UT,DS,1,0,0,,,09:05:15 31-Jan-2017,MA,,,,,,,,401650000,-122
160379,160379,UT,DS,20,0,13,966,1,12:48:13 31-Jan-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,0,,,13:19:24 31-Jan-2017,NP,,,,,,,,401650000,-125
160379,160379,UT,DS,1,0,1,,,06:00:04 01-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,1,0,1,,,06:00:05 01-Feb-2017,NN,,,,,,,,401650000,-129
160379,160379,UT,DS,1,0,1,,,06:00:06 01-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,2,0,1,,,04:22:40 02-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,1,0,0,,,04:22:42 02-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,3,0,2,24951,255,04:28:15 02-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,1,0,0,,,18:19:58 02-Feb-2017,NN,,,,,,,,401650000,-125
160379,160379,UT,DS,1,0,0,,,18:19:59 02-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,0,,,19:44:04 02-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,1,0,0,,,19:44:05 02-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,0,,,06:14:35 03-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,1,0,1,,,06:27:11 03-Feb-2017,MA,,,,,,,,401650000,-127
160379,160379,UT,DS,1,0,0,,,06:27:12 03-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,1,,,09:17:20 03-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,1,0,1,,,09:17:21 03-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,0,,,09:19:31 03-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,2,0,1,1,1,09:19:32 03-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,2,0,1,,,09:25:33 03-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,1,0,1,,,09:25:34 03-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,1,,,09:29:45 03-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,1,0,1,,,09:29:46 03-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,0,,,07:11:07 04-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,1,0,0,,,07:11:09 04-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,0,,,07:50:39 04-Feb-2017,MA,,,,,,,,401650000,-129
160379,160379,UT,DS,1,0,0,,,07:50:39 04-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,10,0,1,11853,176,07:50:41 04-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,0,,,16:14:12 04-Feb-2017,NN,,,,,,,,401650000,-129
160379,160379,UT,DS,1,0,0,,,03:35:58 05-Feb-2017,NN,,,,,,,,401650000,-132
160379,160379,UT,DS,1,0,0,,,03:35:58 05-Feb-2017,NK,,,,,,,,401650000,-129
160379,160379,UT,DS,1,0,1,,,07:31:52 05-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,1,0,1,,,07:31:54 05-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,1,,,08:43:37 05-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,1,0,1,,,08:43:39 05-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
160379,160379,UT,DS,1,0,0,,,08:46:35 05-Feb-2017,15X0011,,21.5668,-158.2589,,,,,,
160379,160379,UT,DS,2,0,0,,,08:46:37 05-Feb-2017,15X0004,,21.5083,-158.1440,,,,,,
