DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
PL2024_1018_22U3174,264721,0.500000,UT,17:00:00 21-May-2024,,,,0.0,-1.5,Status
PL2024_1018_22U3174,264721,0.500000,UT,19:00:00 21-May-2024,,,,0.0,-1.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,23:00:00 21-May-2024,,,,0.0,6.7,Status
PL2024_1018_22U3174,264721,0.500000,UT,02:00:00 24-May-2024,,,,0.0,-0.8,Status
PL2024_1018_22U3174,264721,0.500000,UT,03:00:00 24-May-2024,,,,0.0,-0.9,Status
PL2024_1018_22U3174,264721,0.500000,UT,20:00:00 25-May-2024,,,,0.0,-0.4,Status
PL2024_1018_22U3174,264721,0.500000,UT,03:00:00 26-May-2024,,,,0.0,-0.5,Status
PL2024_1018_22U3174,264721,0.500000,UT,11:00:00 26-May-2024,,,,0.0,0.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,05:00:00 27-May-2024,,,,0.0,-0.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,17:00:00 27-May-2024,,,,0.0,21.1,Status
PL2024_1018_22U3174,264721,0.500000,UT,21:00:00 27-May-2024,,,,0.0,26.0,Status
PL2024_1018_22U3174,264721,0.500000,UT,18:00:00 28-May-2024,,,,0.0,12.1,Status
PL2024_1018_22U3174,264721,0.500000,UT,01:00:00 29-May-2024,,,,0.0,-0.6,Status
PL2024_1018_22U3174,264721,0.500000,UT,06:00:00 29-May-2024,,,,0.0,-0.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,14:00:00 29-May-2024,,,,0.0,0.2,Status
PL2024_1018_22U3174,264721,0.500000,UT,19:00:00 29-May-2024,,,,0.0,0.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,22:00:00 29-May-2024,,,,0.0,0.6,Status
PL2024_1018_22U3174,264721,0.500000,UT,23:00:00 30-May-2024,,,,0.0,1.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,07:00:00 31-May-2024,,,,0.0,1.5,Status
PL2024_1018_22U3174,264721,0.500000,UT,10:00:00 31-May-2024,,,,0.0,1.9,Status
PL2024_1018_22U3174,264721,0.500000,UT,00:00:00 01-Jun-2024,,,,0.0,2.4,Status
PL2024_1018_22U3174,264721,0.500000,UT,06:00:00 01-Jun-2024,,,,0.0,2.5,Status
PL2024_1018_22U3174,264721,0.500000,UT,14:00:00 01-Jun-2024,,,,0.0,2.6,Status
PL2024_1018_22U3174,264721,0.500000,UT,17:00:00 01-Jun-2024,,,,0.0,2.5,Status
PL2024_1018_22U3174,264721,0.500000,UT,06:00:00 02-Jun-2024,,,,0.0,2.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,09:00:00 02-Jun-2024,,,,0.0,2.5,Status
PL2024_1018_22U3174,264721,0.500000,UT,10:00:00 02-Jun-2024,,,,0.0,2.6,Status
PL2024_1018_22U3174,264721,0.500000,UT,15:00:00 02-Jun-2024,,,,0.0,1.9,Status
PL2024_1018_22U3174,264721,0.500000,UT,21:00:00 03-Jun-2024,,,,0.0,0.8,Status
PL2024_1018_22U3174,264721,0.500000,UT,05:00:00 04-Jun-2024,,,,0.0,1.0,Status
PL2024_1018_22U3174,264721,0.500000,UT,06:00:00 04-Jun-2024,,,,0.0,0.6,Status
PL2024_1018_22U3174,264721,0.500000,UT,10:00:00 04-Jun-2024,,,,0.0,0.5,Status
PL2024_1018_22U3174,264721,0.500000,UT,18:00:00 05-Jun-2024,,,,0.0,-0.1,Status
PL2024_1018_22U3174,264721,0.500000,UT,06:00:00 07-Jun-2024,,,,0.0,0.7,Status
PL2024_1018_22U3174,264721,0.500000,UT,16:00:00 07-Jun-2024,,,,0.0,0.6,Status
PL2024_1018_22U3174,264721,0.500000,UT,19:00:00 07-Jun-2024,,,,0.0,0.6,Status
PL2024_1018_22U3174,264721,0.500000,UT,21:00:00 07-Jun-2024,,,,0.0,0.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,04:00:00 08-Jun-2024,,,,0.0,0.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,09:00:00 08-Jun-2024,,,,0.0,0.6,Status
PL2024_1018_22U3174,264721,0.500000,UT,02:00:00 09-Jun-2024,,,,0.0,1.8,Status
PL2024_1018_22U3174,264721,0.500000,UT,21:00:00 09-Jun-2024,,,,0.0,3.2,Status
PL2024_1018_22U3174,264721,0.500000,UT,05:00:00 10-Jun-2024,,,,0.0,3.5,Status
PL2024_1018_22U3174,264721,0.500000,UT,15:00:00 10-Jun-2024,,,,0.0,4.8,Status
PL2024_1018_22U3174,264721,0.500000,UT,05:00:00 11-Jun-2024,,,,0.0,5.8,Status
PL2024_1018_22U3174,264721,0.500000,UT,17:00:00 11-Jun-2024,,,,0.0,5.9,Status
PL2024_1018_22U3174,264721,0.500000,UT,20:00:00 11-Jun-2024,,,,0.0,6.4,Status
PL2024_1018_22U3174,264721,0.500000,UT,21:00:00 11-Jun-2024,,,,0.0,7.8,Status
PL2024_1018_22U3174,264721,0.500000,UT,05:00:00 12-Jun-2024,,,,0.0,7.9,Status
PL2024_1018_22U3174,264721,0.500000,UT,00:00:00 13-Jun-2024,,,,0.0,5.6,Status
PL2024_1018_22U3174,264721,0.500000,UT,09:00:00 13-Jun-2024,,,,0.0,6.2,Status
PL2024_1018_22U3174,264721,0.500000,UT,12:00:00 13-Jun-2024,,,,0.0,5.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,18:00:00 13-Jun-2024,,,,0.0,4.9,Status
PL2024_1018_22U3174,264721,0.500000,UT,23:00:00 13-Jun-2024,,,,0.0,4.6,Status
PL2024_1018_22U3174,264721,0.500000,UT,08:00:00 14-Jun-2024,,,,0.0,5.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,16:00:00 14-Jun-2024,,,,0.0,22.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,05:00:00 15-Jun-2024,,,,0.0,5.8,Status
PL2024_1018_22U3174,264721,0.500000,UT,17:00:00 15-Jun-2024,,,,0.0,5.7,Status
PL2024_1018_22U3174,264721,0.500000,UT,20:00:00 15-Jun-2024,,,,0.0,7.1,Status
PL2024_1018_22U3174,264721,0.500000,UT,00:00:00 16-Jun-2024,,,,0.0,7.8,Status
PL2024_1018_22U3174,264721,0.500000,UT,02:00:00 16-Jun-2024,,,,0.0,6.8,Status
PL2024_1018_22U3174,264721,0.500000,UT,05:00:00 17-Jun-2024,,,,0.0,16.5,Status
PL2024_1018_22U3174,264721,0.500000,UT,10:00:00 18-Jun-2024,,,,0.0,14.2,Status
PL2024_1018_22U3174,264721,0.500000,UT,18:00:00 18-Jun-2024,,,,0.0,8.2,Status
PL2024_1018_22U3174,264721,0.500000,UT,20:00:00 18-Jun-2024,,,,0.0,7.7,Status
PL2024_1018_22U3174,264721,0.500000,UT,08:00:00 19-Jun-2024,,,,0.0,13.2,Status
PL2024_1018_22U3174,264721,0.500000,UT,04:00:00 21-Jun-2024,,,,0.0,6.1,Status
PL2024_1018_22U3174,264721,0.500000,UT,21:00:00 21-Jun-2024,,,,0.0,8.0,Status
PL2024_1018_22U3174,264721,0.500000,UT,23:00:00 21-Jun-2024,,,,0.0,8.2,Status
PL2024_1018_22U3174,264721,0.500000,UT,22:00:00 22-Jun-2024,,,,0.0,7.0,Status
PL2024_1018_22U3174,264721,0.500000,UT,02:00:00 23-Jun-2024,,,,0.0,5.7,Status
PL2024_1018_22U3174,264721,0.500000,UT,18:00:00 23-Jun-2024,,,,0.0,9.9,Status
PL2024_1018_22U3174,264721,0.500000,UT,01:00:00 24-Jun-2024,,,,0.0,8.0,Status
PL2024_1018_22U3174,264721,0.500000,UT,02:00:00 24-Jun-2024,,,,0.0,10.3,Status
PL2024_1018_22U3174,264721,0.500000,UT,20:00:00 24-Jun-2024,,,,0.0,9.4,Status
PL2024_1018_22U3174,264721,0.500000,UT,16:00:00 25-Jun-2024,,,,0.0,5.9,Status
PL2024_1018_22U3174,264721,0.500000,UT,02:00:00 26-Jun-2024,,,,0.0,8.4,Status
PL2024_1018_22U3174,264721,0.500000,UT,06:00:00 26-Jun-2024,,,,0.0,9.2,Status
