DeployID,Ptt,Source,Instr,Start,End,Kind,Type,MinDepth,PercentTime,MinSec,MaxSec,MaxDives,Percent_20,Percent_33,Percent_40,Percent_60,Percent_66,Percent_80,Percent_100
PL2024_1018_22U3174,264721,Transmission,UT,20:00:00 23-May-2024,22:00:00 23-May-2024,depth,deep,,71.7,5123,5195,28,46.000000,,73.000000,88.000000,,90.000000,94.000000
PL2024_1018_22U3174,264721,Transmission,UT,20:00:00 23-May-2024,22:00:00 23-May-2024,depth,dry,,16.5,1152,1224,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,22:00:00 23-May-2024,00:00:00 24-May-2024,depth,shallow,0.000000,7.9,531,603,28,,3.000000,,,9.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,22:00:00 23-May-2024,00:00:00 24-May-2024,depth,deep,,74.8,5350,5422,28,48.000000,,77.000000,87.000000,,90.000000,97.000000
PL2024_1018_22U3174,264721,Transmission,UT,22:00:00 23-May-2024,00:00:00 24-May-2024,depth,dry,,17.3,1210,1282,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,00:00:00 24-May-2024,02:00:00 24-May-2024,depth,shallow,0.000000,10.2,701,773,27,,1.000000,,,8.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,00:00:00 24-May-2024,02:00:00 24-May-2024,depth,deep,,72.4,5180,5252,27,47.000000,,77.000000,92.000000,,95.000000,99.000000
PL2024_1018_22U3174,264721,Transmission,UT,00:00:00 24-May-2024,02:00:00 24-May-2024,depth,dry,,17.4,1217,1289,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,02:00:00 24-May-2024,04:00:00 24-May-2024,depth,shallow,0.000000,9.4,644,716,26,,1.000000,,,8.000000,,15.000000
PL2024_1018_22U3174,264721,Transmission,UT,02:00:00 24-May-2024,04:00:00 24-May-2024,depth,deep,,71.7,5123,5195,26,47.000000,,75.000000,95.000000,,100.000000,101.000000
PL2024_1018_22U3174,264721,Transmission,UT,02:00:00 24-May-2024,04:00:00 24-May-2024,depth,dry,,18.9,1325,1397,,,,,,,,
PL2024_1018_22U3174,264721,Transmission,UT,16:00:00 24-May-2024,18:00:00 24-May-2024,depth,shallow,0.000000,18.1,1268,1340,27,,1.000000,,,2.000000,,15.000000
