Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
PL2024_1018_22U3174,21-May-2024,00:52:00,4,5693946.000000,,,0,8,,,,,,,,,,,,,,,15,10,26322,,,,23,9401,,,,8,3442,,,,21,6707,,,,27,25360,,,,2,4153,,,,16,364,,,,15,11587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,21-May-2024,02:17:22,3,3780775.000000,,,0,7,,,,,,,,,,,,,,,15,2,1296,,,,8,32128,,,,17,20244,,,,21,4848,,,,22,270,,,,14,12639,,,,10,30182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,21-May-2024,03:44:31,1,1827637.000000,,,0,7,,,,,,,,,,,,,,,15,3,19363,,,,2,15096,,,,22,18614,,,,21,10536,,,,17,7248,,,,32,23945,,,,14,21332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,21-May-2024,04:00:36,4,1467190.000000,,,0,5,,,,,,,,,,,,,,,15,3,6520,,,,17,3588,,,,4,22534,,,,22,20726,,,,32,22988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,21-May-2024,05:57:06,3,2.000000,,,0,7,,,,,,,,,,,,,,,15,11,14544,,,,4,17323,,,,3,29811,,,,12,32442,,,,31,2604,,,,19,22349,,,,9,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,21-May-2024,13:54:10,4,2.000000,,,0,7,,,,,,,,,,,,,,,15,22,6118,,,,17,7564,,,,14,26609,,,,2,11334,,,,21,28706,,,,19,20249,,,,10,9946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,21-May-2024,14:01:18,4,2.000000,,,0,8,,,,,,,,,,,,,,,15,10,19481,,,,12,21986,,,,14,2486,,,,24,14397,,,,32,842,,,,21,25857,,,,15,13062,,,,23,17571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,21-May-2024,16:33:30,6,2.000000,,,0,6,,,,,,,,,,,,,,,15,12,24793,,,,32,19642,,,,25,7820,,,,19,21416,,,,3,14962,,,,28,15403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,21-May-2024,18:00:03,6,2.000000,,,0,7,,,,,,,,,,,,,,,15,29,3103,,,,25,19354,,,,32,6600,,,,28,12551,,,,3,1636,,,,31,22079,,,,11,5248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,21-May-2024,21:48:07,6,2.000000,,,0,8,,,,,,,,,,,,,,,15,27,1720,,,,18,17840,,,,1,9454,,,,16,24082,,,,29,13616,,,,7,20531,,,,5,24188,,,,26,26979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,21-May-2024,23:42:02,1,2.000000,,,0,8,,,,,,,,,,,,,,,15,21,26,,,,8,6454,,,,16,6908,,,,27,4913,,,,10,28244,,,,30,30505,,,,2,16980,,,,7,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,01:31:03,1,2.000000,,,0,7,,,,,,,,,,,,,,,15,27,20082,,,,32,7455,,,,21,20131,,,,8,2243,,,,2,10364,,,,10,10657,,,,22,7782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,03:23:25,4,2.000000,,,0,7,,,,,,,,,,,,,,,15,3,8898,,,,22,31206,,,,17,17555,,,,19,26147,,,,2,14256,,,,14,24467,,,,21,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,05:49:53,2,2.000000,,,0,7,,,,,,,,,,,,,,,15,19,9687,,,,17,7075,,,,9,32398,,,,11,7956,,,,4,24046,,,,25,19857,,,,6,18306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,08:00:00,1,2.000000,,,0,8,,,,,,,,,,,,,,,15,7,29534,,,,20,19952,,,,11,7837,,,,6,15694,,,,5,11738,,,,9,15073,,,,30,30178,,,,16,20215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,09:43:49,2,2.000000,,,0,4,,,,,,,,,,,,,,,15,30,17122,,,,9,18542,,,,20,4681,,,,16,16618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,11:23:46,1,2.000000,,,0,4,,,,,,,,,,,,,,,15,14,10577,,,,22,31931,,,,13,5402,,,,30,30851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,12:37:51,1,2.000000,,,0,6,,,,,,,,,,,,,,,15,15,28863,,,,24,18125,,,,13,17988,,,,5,1797,,,,22,15574,,,,14,14751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,14:34:54,3,2.000000,,,0,7,,,,,,,,,,,,,,,15,10,30991,,,,23,21589,,,,32,17244,,,,12,24629,,,,15,1020,,,,24,20263,,,,25,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,16:31:15,3,2.000000,,,0,7,,,,,,,,,,,,,,,15,6,15568,,,,19,19392,,,,12,30115,,,,11,18874,,,,28,27276,,,,25,17449,,,,3,20992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,18:00:00,4,2.000000,,,0,7,,,,,,,,,,,,,,,15,29,15782,,,,1,22791,,,,32,22199,,,,28,15019,,,,31,340,,,,25,10887,,,,26,27942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,19:59:01,1,2.000000,,,0,6,,,,,,,,,,,,,,,15,1,31450,,,,31,25208,,,,26,3850,,,,16,409,,,,28,9560,,,,29,12723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,22:00:01,3,2.000000,,,0,5,,,,,,,,,,,,,,,15,1,294,,,,26,28013,,,,16,12677,,,,18,21214,,,,23,29588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,22-May-2024,23:39:34,5,2.000000,,,0,8,,,,,,,,,,,,,,,15,18,25872,,,,10,31461,,,,23,15131,,,,27,2210,,,,15,14912,,,,8,9087,,,,21,6102,,,,16,32537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2024_1018_22U3174,23-May-2024,01:39:15,2,2.000000,,,0,8,,,,,,,,,,,,,,,15,10,16974,,,,8,3811,,,,32,10463,,,,27,32179,,,,2,10024,,,,21,32699,,,,23,30386,,,,3,3613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
