DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
PL2024_1018_22U3174,264721,UT,Strong,13-Apr-2024,18:30:20,21-Jul-2024,18:30:20
PL2024_1018_22U3174,264721,UT,Weak,21-May-2024,00:00:00,08-Aug-2024,09:22:09
PL2024_1018_22U3174,264721,UT,Strong,21-May-2024,05:06:04,21-May-2024,05:06:06
PL2024_1018_22U3174,264721,UT,Strong,18-Oct-2024,17:21:08,18-Oct-2024,17:21:04
