DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
PL2024_1018_22U3174,264721,UT,1.00b,74,5248,98,2,11386,,,,,28,04:15:07 21-May-2024,01:31:48 24-Nov-2024,187,00:00:00 21-May-2024,16:00:01 18-Oct-2024,151,,,00:00:00 21-May-2024
