Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
HF2024_1015_22U3184,22-May-2024,06:29:05,5,1.000000,,,0,8,,,,,,,,,,,,,,,15,9,14223,,,,3,32375,,,,6,10816,,,,4,20101,,,,26,11162,,,,1,23219,,,,31,4366,,,,11,12887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,22-May-2024,08:20:39,3,1.000000,,,0,8,,,,,,,,,,,,,,,15,4,30436,,,,16,18544,,,,9,11520,,,,29,21994,,,,26,2850,,,,20,7145,,,,7,14140,,,,5,30181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,22-May-2024,10:22:12,2,1.000000,,,0,8,,,,,,,,,,,,,,,15,9,16695,,,,7,26645,,,,20,24160,,,,14,1215,,,,8,16640,,,,27,8179,,,,30,30996,,,,18,6573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,22-May-2024,13:08:58,6,1.000000,,,0,6,,,,,,,,,,,,,,,15,17,5332,,,,22,24848,,,,15,32331,,,,13,30022,,,,19,26776,,,,10,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,22-May-2024,14:49:24,6,1.000000,,,0,8,,,,,,,,,,,,,,,15,12,22924,,,,19,24012,,,,24,20381,,,,15,1770,,,,25,10192,,,,23,859,,,,32,17024,,,,17,6213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,22-May-2024,16:38:29,1,1.000000,,,0,8,,,,,,,,,,,,,,,15,28,10522,,,,32,1096,,,,25,18747,,,,12,18104,,,,19,25550,,,,29,5713,,,,6,24912,,,,3,26667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,22-May-2024,17:00:00,3,1.000000,,,0,8,,,,,,,,,,,,,,,15,32,14303,,,,28,8402,,,,12,12188,,,,29,29129,,,,25,2156,,,,24,12123,,,,6,22998,,,,11,3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,22-May-2024,18:24:55,2,1.000000,,,0,7,,,,,,,,,,,,,,,15,11,11628,,,,31,7742,,,,6,20021,,,,25,29320,,,,1,2588,,,,29,19321,,,,4,11722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,22-May-2024,20:25:02,4,1.000000,,,0,8,,,,,,,,,,,,,,,15,31,1675,,,,18,11590,,,,29,15772,,,,5,20144,,,,1,610,,,,26,22525,,,,27,814,,,,25,29923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,22-May-2024,22:23:34,6,1.000000,,,0,8,,,,,,,,,,,,,,,15,18,31070,,,,7,12979,,,,16,1762,,,,27,17370,,,,23,686,,,,1,6317,,,,26,13416,,,,15,2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,03:00:01,9,1.000000,,,0,5,,,,,,,,,,,,,,,15,32,28491,,,,17,16519,,,,10,27176,,,,2,11050,,,,21,27848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,04:51:03,4,1.000000,,,0,8,,,,,,,,,,,,,,,15,28,31004,,,,31,13553,,,,19,5167,,,,25,30333,,,,12,3598,,,,3,30953,,,,2,29544,,,,17,25441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,05:56:40,3,1.000000,,,0,8,,,,,,,,,,,,,,,15,6,8183,,,,11,25595,,,,9,8245,,,,31,17916,,,,12,23040,,,,3,26619,,,,19,5600,,,,25,13591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,06:54:41,4,1.000000,,,0,7,,,,,,,,,,,,,,,15,3,20490,,,,9,26597,,,,6,4966,,,,11,11628,,,,7,14324,,,,4,31063,,,,20,28166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,07:03:39,1,1.000000,,,0,6,,,,,,,,,,,,,,,15,7,26188,,,,9,13336,,,,6,30298,,,,11,4249,,,,4,19772,,,,3,19179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,09:03:51,3,1.000000,,,0,7,,,,,,,,,,,,,,,15,29,5640,,,,9,16429,,,,30,31059,,,,11,29454,,,,13,1548,,,,5,14801,,,,7,29246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,12:59:39,3,1.000000,,,0,6,,,,,,,,,,,,,,,15,24,6346,,,,14,12204,,,,15,30316,,,,13,6423,,,,22,19478,,,,23,29219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,14:52:15,4,1.000000,,,0,8,,,,,,,,,,,,,,,15,10,21114,,,,32,28968,,,,25,31916,,,,12,6107,,,,23,25404,,,,15,23623,,,,24,3292,,,,17,8635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,17:00:01,3,1.000000,,,0,8,,,,,,,,,,,,,,,15,11,32153,,,,12,20213,,,,6,5388,,,,28,32549,,,,31,9996,,,,3,31801,,,,25,18642,,,,19,17523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,18:48:33,2,1.000000,,,0,8,,,,,,,,,,,,,,,15,31,16206,,,,1,9746,,,,29,30482,,,,11,31755,,,,26,18946,,,,25,8647,,,,4,4820,,,,28,25407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,21:00:01,2,1.000000,,,0,6,,,,,,,,,,,,,,,15,31,2173,,,,27,13390,,,,1,14306,,,,16,12827,,,,26,32458,,,,18,27461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,23-May-2024,22:49:05,3,1.000000,,,0,8,,,,,,,,,,,,,,,15,15,7985,,,,18,16431,,,,13,2906,,,,7,528,,,,23,16570,,,,30,13693,,,,27,1372,,,,16,2361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,24-May-2024,00:29:54,2,1.000000,,,0,6,,,,,,,,,,,,,,,15,23,21857,,,,10,6005,,,,32,17167,,,,27,3292,,,,8,12984,,,,21,12781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,24-May-2024,01:53:32,4,1.000000,,,0,4,,,,,,,,,,,,,,,15,10,12756,,,,32,29725,,,,8,11581,,,,2,14140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,24-May-2024,03:29:32,3,1.000000,,,0,6,,,,,,,,,,,,,,,15,32,26085,,,,21,10002,,,,28,12675,,,,2,8944,,,,3,27114,,,,17,17193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,24-May-2024,07:00:28,2,1.000000,,,0,7,,,,,,,,,,,,,,,15,11,8846,,,,3,21144,,,,7,3175,,,,9,19078,,,,1,25458,,,,26,12967,,,,6,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,24-May-2024,07:11:54,3,1.000000,,,0,5,,,,,,,,,,,,,,,15,6,23087,,,,11,8290,,,,7,31517,,,,9,11171,,,,20,11404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,24-May-2024,10:18:12,2,1.000000,,,0,7,,,,,,,,,,,,,,,15,13,19672,,,,14,8412,,,,5,8115,,,,20,31323,,,,7,6502,,,,9,20793,,,,15,22624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF2024_1015_22U3184,24-May-2024,15:05:34,2,1.000000,,,0,5,,,,,,,,,,,,,,,15,10,21126,,,,23,29383,,,,32,28822,,,,24,20046,,,,15,15398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
