DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
HF2024_1015_22U3184,264697,0.500000,UT,,,01:46:57 19-May-2024,,,,,,,,,,3.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 19-May-2024,,,
HF2024_1015_22U3184,264697,0.500000,UT,,,05:03:01 19-May-2024,,3,61.4350,-174.6913,,,,,,,,,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 19-May-2024,,,
HF2024_1015_22U3184,264697,0.500000,UT,,,05:03:46 19-May-2024,,3,61.4350,-174.6913,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 19-May-2024,,,
HF2024_1015_22U3184,264697,0.500000,UT,,,05:04:31 19-May-2024,,3,61.4350,-174.6913,,,,,,3.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 19-May-2024,,,
HF2024_1015_22U3184,264697,0.500000,UT,,05:05:15 19-May-2024,05:05:16 19-May-2024,1,3,61.4350,-174.6913,CRC,,,,402,3.450,,,9.20,0.5,,,,,,,,,,,,,255,1,,110,,,,,,,46,3,0,0,17,,,,,,01:00:00 19-May-2024,,,
HF2024_1015_22U3184,264697,0.500000,UT,1.00b,,05:06:01 19-May-2024,,3,61.4350,-174.6913,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 19-May-2024,,,
HF2024_1015_22U3184,264697,0.500000,UT,,,05:07:31 19-May-2024,,3,61.4350,-174.6913,,,,,,,,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 19-May-2024,,,
HF2024_1015_22U3184,264697,0.500000,UT,,,05:08:16 19-May-2024,,3,61.4350,-174.6913,,,,,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 19-May-2024,,,
HF2024_1015_22U3184,264697,0.500000,UT,,,05:22:53 19-May-2024,,B,61.4295,-174.6859,,,,,,,,,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,01:00:00 19-May-2024,,,
HF2024_1015_22U3184,264697,0.500000,UT,,06:26:26 19-May-2024,06:26:27 19-May-2024,1,B,61.4711,-174.6125,CRC,,,,427,3.400,,,-1.50,0.5,,,,,,,,,,,,,255,1,,45,,,,,,,41,3,0,0,38,,,,,,01:00:00 19-May-2024,,,
