DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
HF2024_1015_22U3184,264697,UT,Weak,14-Dec-2021,13:00:00,05-Dec-2023,00:41:08
HF2024_1015_22U3184,264697,UT,Strong,17-Aug-2023,13:54:22,15-Jun-2024,18:09:44
HF2024_1015_22U3184,264697,UT,Strong,19-May-2024,04:23:32,19-May-2024,04:23:33
HF2024_1015_22U3184,264697,UT,Strong,03-Nov-2024,12:01:32,03-Nov-2024,12:01:40
