DeployID,Ptt,Source,Instr,Start,End,Kind,Type,MinDepth,PercentTime,MinSec,MaxSec,MaxDives,Percent_20,Percent_33,Percent_40,Percent_60,Percent_66,Percent_80,Percent_100
HF2024_1015_22U3184,264697,Transmission,UT,01:00:00 19-May-2024,02:00:00 19-May-2024,depth,shallow,,0.0,0,0,,,,,,,,
HF2024_1015_22U3184,264697,Transmission,UT,01:00:00 19-May-2024,02:00:00 19-May-2024,depth,deep,,0.0,0,0,,,,,,,,
HF2024_1015_22U3184,264697,Transmission,UT,01:00:00 19-May-2024,02:00:00 19-May-2024,depth,dry,,100.0,3600,3600,,,,,,,,
HF2024_1015_22U3184,264697,Transmission,UT,02:00:00 19-May-2024,04:00:00 19-May-2024,depth,shallow,,0.0,0,0,,,,,,,,
HF2024_1015_22U3184,264697,Transmission,UT,02:00:00 19-May-2024,04:00:00 19-May-2024,depth,deep,,0.0,0,0,,,,,,,,
HF2024_1015_22U3184,264697,Transmission,UT,02:00:00 19-May-2024,04:00:00 19-May-2024,depth,dry,,100.0,7200,7200,,,,,,,,
HF2024_1015_22U3184,264697,Transmission,UT,04:00:00 19-May-2024,06:00:00 19-May-2024,depth,shallow,0.000000,20.5,1438,1510,6,,2.000000,,,3.000000,,15.000000
HF2024_1015_22U3184,264697,Transmission,UT,04:00:00 19-May-2024,06:00:00 19-May-2024,depth,deep,,15.7,1098,1170,6,44.000000,,59.000000,64.000000,,68.000000,84.000000
HF2024_1015_22U3184,264697,Transmission,UT,04:00:00 19-May-2024,06:00:00 19-May-2024,depth,dry,,63.8,4558,4630,,,,,,,,
HF2024_1015_22U3184,264697,Transmission,UT,06:00:00 19-May-2024,08:00:00 19-May-2024,depth,shallow,0.000000,30.7,2175,2247,20,,2.000000,,,3.000000,,15.000000
HF2024_1015_22U3184,264697,Transmission,UT,06:00:00 19-May-2024,08:00:00 19-May-2024,depth,deep,,54.3,3876,3948,20,47.000000,,54.000000,56.000000,,60.000000,80.000000
HF2024_1015_22U3184,264697,Transmission,UT,06:00:00 19-May-2024,08:00:00 19-May-2024,depth,dry,,15.0,1044,1116,,,,,,,,
HF2024_1015_22U3184,264697,Transmission,UT,08:00:00 19-May-2024,10:00:00 19-May-2024,depth,shallow,0.000000,4.7,304,376,8,,1.000000,,,6.000000,,15.000000
HF2024_1015_22U3184,264697,Transmission,UT,08:00:00 19-May-2024,10:00:00 19-May-2024,depth,deep,,22.8,1608,1680,8,47.000000,,53.000000,55.000000,,57.000000,62.000000
HF2024_1015_22U3184,264697,Transmission,UT,08:00:00 19-May-2024,10:00:00 19-May-2024,depth,dry,,72.5,5184,5256,,,,,,,,
